PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.0016,IC50,=,1.6,nM
2,103561676,21847229,C1CC2CC1CC2(C3=CC=C(C=C3)OCCO)C4=CC=C(C=C4)OCCO,Active,,,,0.387,IC50,=,387,nM
3,103561677,11214950,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6S5)OC(=O)NC7=CN=CC=C7,Active,,,,0.0028,IC50,=,2.8,nM
4,103561678,44447696,C1CC2CC1CC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)OCC5=NC6=CC=CC=C6C=C5,Active,,,,0.145,IC50,=,145,nM
5,103561679,44447697,C1CC2CC1CC2(C3=CC=C(C=C3)OCC4=NC5=CC=CC=C5C=C4)C6=CC=C(C=C6)OCC7=NC8=CC=CC=C8C=C7,Active,,,,0.127,IC50,=,127,nM
6,103561680,44447698,COC(=O)COC1=CC=C(C=C1)C2(CC3CCC2C3)C4=CC=C(C=C4)OCC5=NC6=CC=CC=C6C=C5,Active,,,,0.182,IC50,=,182,nM
7,103561681,44447699,C1CC2CC1CC2(C3=CC=C(C=C3)OCC4=NC5=CC=CC=C5C=C4)C6=CC=C(C=C6)OCC(=O)O,Active,,,,0.098,IC50,=,98,nM
8,103561682,44447700,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)O)O,Active,,,,2.07,IC50,=,2070,nM
9,103561683,44447701,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)O,Active,,,,0.0132,IC50,=,13.2,nM
10,103561684,44447702,COC(=O)COC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.005,IC50,=,5,nM
11,103561685,44447703,COC(=O)COC1=CC(=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.094,IC50,=,94,nM
12,103561686,44447704,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)OCC(=O)O,Active,,,,0.014,IC50,=,14,nM
13,103561687,44447705,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC(=O)O)OCC5=NC6=CC=CC=C6C=C5,Active,,,,3.155,IC50,=,3155,nM
14,103561688,44447706,CCOC(=O)CCCOC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.0037,IC50,=,3.7,nM
15,103561689,44447707,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)OCCCC(=O)O,Active,,,,0.0035,IC50,=,3.5,nM
16,103561690,44447708,COC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.0086,IC50,=,8.6,nM
17,103561691,44447709,CCCCOC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.006,IC50,=,6,nM
18,103561692,44447710,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)OCC7=CC=CC=C7,Active,,,,0.0086,IC50,=,8.6,nM
19,103561693,44447711,CN(C)CCOC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.0065,IC50,=,6.5,nM
20,103561694,44447712,CS(=O)(=O)CCOC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.0055,IC50,=,5.5,nM
21,103561695,44447713,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)OCC7=CC=CC=N7,Active,,,,0.0041,IC50,=,4.1,nM
22,103561696,44447714,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=CC=CC=N5)OCC6=CC=CC=N6,Active,,,,0.0183,IC50,=,18.3,nM
23,103561697,44447715,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=CN=CC=C5)OCC6=CC=CC=N6,Active,,,,0.134,IC50,=,134,nM
24,103561698,44447716,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OC(=O)NC5=CN=CC=C5)OCC6=CC=CC=N6,Active,,,,0.181,IC50,=,181,nM
25,103561699,44447717,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=C(C=C5)OC=C6)OCC7=CC=CC=N7,Active,,,,0.0049,IC50,=,4.9,nM
26,103561700,44447718,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6S5)OCC7=CC=CC=N7,Active,,,,0.0076,IC50,=,7.6,nM
27,103561701,44447719,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.0056,IC50,=,5.6,nM
28,103561702,44447720,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C(=O)O,Active,,,,0.0124,IC50,=,12.4,nM
29,103561703,44447721,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=C(C=C4)OCC5=NC6=CC=CC=C6C=C5)O,Active,,,,0.98,IC50,=,980,nM
30,103561704,44447722,COC(=O)COC1=C(C=CC(=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC5CCC4C5)C6=CC=CC=C6,Active,,,,0.776,IC50,=,776,nM
31,103561705,44447723,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=C(C=C4)OCC5=NC6=CC=CC=C6C=C5)OCC(=O)O,Active,,,,3.595,IC50,=,3595,nM
32,103561706,44447724,C1CCC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)O,Active,,,,0.022,IC50,=,22,nM
33,103561707,44447725,COC(=O)COC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CCCC4)C5=CC=CC=C5,Active,,,,0.0093,IC50,=,9.3,nM
34,103561708,44447726,C1CCC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)OCC6=NC7=CC=CC=C7C=C6,Active,,,,0.0045,IC50,=,4.5,nM
35,103561709,44447727,C1CCC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)OCC6=CNCC=C6,Active,,,,0.0025,IC50,=,2.5,nM
36,103561710,44447728,C1CCC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)OC(=O)NC6=CN=CC=C6,Active,,,,0.0024,IC50,=,2.4,nM
37,103561711,44447729,COC(=O)COC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CCCCC4)C5=CC=CC=C5,Active,,,,0.0037,IC50,=,3.7,nM
38,103561712,44447730,C1CCC(CC1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)OCC6=NC7=CC=CC=C7C=C6,Active,,,,0.0042,IC50,=,4.2,nM
39,103676115,45263678,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6S5)OC(=O)NC7=CN=CC=C7.Cl,Active,,,,0.0025,IC50,=,2.5,nM
40,103679517,45265994,C1CC2CC1CC2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6S5)OC(=O)NC7=CN=CC=C7.Br,Active,,,,0.0024,IC50,=,2.4,nM
