PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103187831,164272,CCC(C1=CC(=CC=C1)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Active,,,,0.5,IC50,=,500,nM
2,103264852,15050005,CC(C1=CC(=CC=C1)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Active,,,,0.8,IC50,=,800,nM
3,103265492,15050017,CCCCCCCCCCOC1=CC=CC(=C1)C(C2=NC=C(N2)C)O,Unspecified,,,,30,IC50,>,30000,nM
4,103265525,15050004,COC(C1=CC(=CC=C1)OCC2=CC3=CC=CC=C3C=C2)C4=NC=CS4,Active,,,,6,IC50,=,6000,nM
5,103265784,19773052,C1=CC=C2C=C(C=CC2=C1)COC3=CC=CC(=C3)C(C4=NC=CS4)O,Unspecified,,,,30,IC50,=,30000,nM
6,103265786,15049981,CC1=CN=C(N1)C(C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3)O,Unspecified,,,,30,IC50,>,30000,nM
