PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,164143500,71652824,CC(C)(C)OC(=O)N1CCN(CC1)C(=S)SCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,88.52,IC50,=,88520,nM
2,318397569,122196149,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NCC4=CN(N=N4)CC5=CC(=O)OC6=C5C=CC(=C6)O,Unspecified,,,,10.54,IC50,=,10540,nM
3,374264012,134129913,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)CCCO,Unspecified,,,,100,IC50,>,100000,nM
4,374264244,134130026,CCCCCCC1=CN(N=N1)CC2=CC(=O)OC3=C2C=CC(=C3)O,Unspecified,,,,100,IC50,>,100000,nM
5,374264549,134130233,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)CCCCl,Unspecified,,,,75.81,IC50,=,75810,nM
6,374264558,134130242,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)CCO,Unspecified,,,,100,IC50,>,100000,nM
7,374264618,134130268,CC(C1=CN(N=N1)CC2=CC(=O)OC3=C2C=CC(=C3)O)O,Unspecified,,,,100,IC50,>,100000,nM
8,374264666,134130307,CCCCCCCCC1=CN(N=N1)CC2=CC(=O)OC3=C2C=CC(=C3)O,Unspecified,,,,62.65,IC50,=,62650,nM
9,374264677,134130317,C1=CC=C(C=C1)CCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
10,374264864,134130463,C1=CC(=CC=C1C2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O)Br,Unspecified,,,,52.92,IC50,=,52920,nM
11,374264941,134130495,C1CN(CCN1)C(=S)SCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
12,374264978,134130524,CN1C2=CC=CC=C2N=C1C3=CN(N=N3)CC4=CC(=O)OC5=C4C=CC(=C5)O,Unspecified,,,,76.51,IC50,=,76510,nM
13,374265034,134130565,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)CNS(=O)(=O)C4=C(C=C(C=C4)F)Cl,Unspecified,,,,100,IC50,>,100000,nM
14,374265204,134130665,C1CC1C2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
15,374265290,134130719,C1=CC(=CC=C1F)S(=O)(=O)NCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
16,374265572,134130883,CC1=CC2=C(C=C1)C(=CC(=O)O2)CN3C=C(N=N3)N4C=CC5=C4C=CC(=C5)I,Unspecified,,,,41.71,IC50,=,41710,nM
17,374265577,134130888,C1=CC(=CC=C1S(=O)(=O)NCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O)Cl,Unspecified,,,,81.91,IC50,=,81910,nM
18,374265607,134130912,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)N4C=CC5=C4C=CC(=C5)I,Unspecified,,,,29.89,IC50,=,29890,nM
19,374265638,134130942,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,68.86,IC50,=,68860,nM
20,374265666,134130963,CCCCCC1=CC=C(C=C1)C2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,50.4,IC50,=,50400,nM
21,374265671,134130967,C1=CC=C2C(=C1)N=CN2C3=CN(N=N3)CC4=CC(=O)OC5=C4C=CC(=C5)O,Unspecified,,,,100,IC50,>,100000,nM
22,374265677,134130971,CCCCC1=CC=C(C=C1)C2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,69.77,IC50,=,69770,nM
23,374265857,134131078,CC(C)(C)C1=CN(N=N1)CC2=CC(=O)OC3=C2C=CC(=C3)O,Unspecified,,,,100,IC50,>,100000,nM
24,374265968,134131167,CCCC1CCC(CC1)C2=CC=C(C=C2)C3=CN(N=N3)CC4=CC(=O)OC5=C4C=CC(=C5)O,Unspecified,,,,52.79,IC50,=,52790,nM
25,374266006,134131185,CCCCCCC1=CC=C(C=C1)C2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
26,374266052,134131217,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)CCCCO,Unspecified,,,,100,IC50,>,100000,nM
27,374266120,134131261,CC1=CC2=C(C=C1)C(=CC(=O)O2)CN3C=C(N=N3)C4=NC5=CC=CC=C5N4C,Unspecified,,,,59.41,IC50,=,59410,nM
28,374266242,134131359,C1COCCN1C(=S)SCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,56.3,IC50,=,56300,nM
29,374266284,134131391,CC1=CC2=C(C=C1)C(=CC(=O)O2)CN3C=C(N=N3)CNC4=CC=C(C=C4)C5=NC6=C(S5)C=C(C=C6)C,Unspecified,,,,34.89,IC50,=,34890,nM
30,374266440,134131480,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NCC2=CN(N=N2)CC3=CC(=O)OC4=C3C=CC(=C4)O,Unspecified,,,,100,IC50,>,100000,nM
31,374266481,134131517,CC1=CC2=C(C=C1)C(=CC(=O)O2)CN3C=C(N=N3)N4C=NC5=CC=CC=C54,Unspecified,,,,80.55,IC50,=,80550,nM
32,374266549,134131573,C1=CC2=C(C=C1O)OC(=O)C=C2CN3C=C(N=N3)C4=CC(=CC(=C4)F)F,Unspecified,,,,100,IC50,>,100000,nM
