PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.6,IC50,=,600,nM
2,103492730,11530031,CCOC(=O)C1=C(NC2=C1C=C(C=C2)O)NC3=CC(=CC=C3)Cl,Active,,,,0.3,IC50,=,300,nM
3,242145001,882228,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=CC=C3,Active,,,,5.7,IC50,=,5700,nM
4,242633886,90643731,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=C(C=CC=C3C)C,Active,,,,0.8,IC50,=,800,nM
5,242633887,90643730,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=C(C=CC=C3Cl)Cl,Active,,,,0.8,IC50,=,800,nM
6,242633888,90643729,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=C(C=C(C=C3)F)F,Active,,,,3.2,IC50,=,3200,nM
7,242633889,90643728,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC(=CC=C3)Cl,Active,,,,3.8,IC50,=,3800,nM
8,242633890,90643727,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=C(C=C3)F,Active,,,,5,IC50,=,5000,nM
9,242633891,90643737,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=C(C=C3)C(F)(F)F,Active,,,,4.2,IC50,=,4200,nM
10,242633892,90643736,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=CC=C3C(F)(F)F,Active,,,,0.8,IC50,=,800,nM
11,242633893,90643735,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=C(C=C3)OC(F)(F)F,Active,,,,0.9,IC50,=,900,nM
12,242633894,90643734,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=C(C=C3)OC,Active,,,,2.3,IC50,=,2300,nM
13,242633895,90643738,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC=CC=C3OC,Active,,,,2.9,IC50,=,2900,nM
14,242633896,90643732,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=CC(=CC(=C3)C)C,Active,,,,1.8,IC50,=,1800,nM
15,242633897,90643733,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)CSC3=C(C=C(C=C3C)C)C,Active,,,,0.7,IC50,=,700,nM
