PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103182415,128132,CCCC1=CC(=C2C(=C1O)C(=C(O2)CC3=CC=C(C=C3)OC)C)Cl,Active,,,,0.036,IC50,=,36,nM
2,103182585,14570889,CCCC1=C(C2=C(C=C1)OC(=C2C)CC3=CC=C(C=C3)OC)O,Active,,,,0.13,IC50,=,130,nM
3,103183086,14570900,CC1=C(OC2=C(C=CC(=C12)O)Cl)CC3=CC=C(C=C3)OC,Active,,,,1.998,IC50,=,1998,nM
4,103183087,14570899,CCCC1=C(C2=C(C(=C1)C)OC(=C2C)CC3=CC=C(C=C3)OC)O,Active,,,,0.14,IC50,=,140,nM
5,103183106,14570907,CC1=C(OC2=C(C=C(C(=C12)O)CCCO)Cl)CC3=CC=C(C=C3)OC,Active,,,,0.161,IC50,=,161,nM
6,103183133,14570892,CCCC1=CC(=C2C(=C1O)C(=C(O2)CC3=CC=C(C=C3)OC)C)F,Active,,,,0.129,IC50,=,129,nM
7,103183312,14570888,CC1=C(OC2=CC=CC(=C12)O)CC3=CC=C(C=C3)OC,Active,,,,2.065,IC50,=,2065,nM
