PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.004,IC50,=,4,nM
2,103216026,9915340,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CSC=N3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
3,103216422,9828630,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC=CC=N3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.002,IC50,=,2,nM
4,103216453,19098329,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CN=CC=C3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.008,IC50,=,8,nM
5,103216485,19098336,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC=NC=C3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.006,IC50,=,6,nM
6,103216522,19098343,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC(=CC=C3)Cl)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
7,103216544,44286167,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4S3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
8,103280107,44316720,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(CCCC4)C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
9,103280157,9916464,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(C=C3)C=NC=C4)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
10,103280158,19108526,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(C=CC=N4)C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.006,IC50,=,6,nM
11,103280240,44316788,CC(COC1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl)C4=CC=CC=N4,Active,,,,0.004,IC50,=,4,nM
12,103280250,44316792,CC(C)C1=CSC(=N1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Active,,,,0.003,IC50,=,3,nM
13,103280477,44316911,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)COCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Unspecified,,,,0.018,IC50,>,18,nM
14,103280478,9873906,CC(C1=NC2=CC=CC=C2C=C1)OC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.032,IC50,=,32,nM
15,103280478,9873906,CC(C1=NC2=CC=CC=C2C=C1)OC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.009,IC50,=,9,nM
16,103280478,9873906,CC(C1=NC2=CC=CC=C2C=C1)OC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.005,IC50,=,5,nM
17,103280522,19098341,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC=CS3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.004,IC50,=,4,nM
18,103280551,44316960,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)CCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.004,IC50,=,4,nM
19,103280566,19097504,CC1=NC(=CS1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Active,,,,0.002,IC50,=,2,nM
20,103280584,44316984,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)/C=C/C3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.012,IC50,=,12,nM
21,103280707,15229452,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC=CN=C3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.004,IC50,=,4,nM
22,103280744,44317055,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4O3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.007,IC50,<,7,nM
23,103280756,44317063,CC1=NC2=C(S1)C=C(C=C2)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.006,IC50,=,6,nM
24,103280757,44317064,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(S3)C=C(C=C4)OC)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.008,IC50,=,8,nM
25,103280758,44317065,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.022,IC50,=,22,nM
26,103280778,19010876,CCCC(C1=NC2=CC=CC=C2C=C1)OC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Unspecified,,,,0.052,IC50,>,52,nM
27,103280899,9873179,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC4=CC=CC=C4C=N3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
28,103280900,19789803,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC(=C(C=C4C=C3)F)F)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.007,IC50,=,7,nM
29,103280901,9939089,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(C=C3)C=C(C=C4)F)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.002,IC50,=,2,nM
30,163312742,71449152,C[C@@H](COC1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl)C4=CC=CC=N4,Active,,,,0.002,IC50,=,2,nM
31,312365779,101038239,C[C@H](COC1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl)C4=CC=CC=N4,Active,,,,0.003,IC50,=,3,nM
