PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,381837026,137631727,COC1=CC(=O)C(=C(C1=O)C(CCCCCCCCCO)O)OC,Active,,,,0.66,IC50,=,660,nM
2,381838635,137632811,CC(=O)OC(CCCCCCCCCO)C1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,1.62,IC50,=,1620,nM
3,381840793,137634225,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCO,Active,,,,0.15,IC50,=,150,nM
4,381846078,71394041,CCCCCCCCCCCCCC1=C(C(=CC(=C1O)OC)O)O,Active,,,,1.6,IC50,=,1600,nM
5,381854066,137643130,CCCCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.028,IC50,=,28,nM
6,381854536,137643442,COC1=CC(=O)C(=C(C1=O)CCCCCCCCCCCO)OC,Active,,,,0.2,IC50,=,200,nM
7,381854937,137643716,CCCCCCCCCCCCCC1=C(C(=CC(=C1O)OC)O)OC,Active,,,,0.31,IC50,=,310,nM
8,381865655,137650981,COC1=CC(=O)C(=C(C1=O)CCCCCCCCCCO)OC,Active,,,,0.55,IC50,=,550,nM
9,381866535,137651602,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCCCO,Active,,,,0.36,IC50,=,360,nM
10,381868552,137652930,COC1=CC(=O)C(=C(C1=O)CCCCCCCCO)OC,Active,,,,0.33,IC50,=,330,nM
11,381869881,137653836,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCCCCO,Active,,,,0.12,IC50,=,120,nM
12,381870816,137654468,CCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.03,IC50,=,30,nM
13,381881366,137658121,CCCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.09,IC50,=,90,nM
