PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103187160,44273900,COC1(CCC2=C1C=C(C=C2)OCC3=CC4=CC=CC=C4C=C3)C5=CN=CS5,Active,,,,0.5,IC50,=,500,nM
2,103187160,44273900,COC1(CCC2=C1C=C(C=C2)OCC3=CC4=CC=CC=C4C=C3)C5=CN=CS5,Unspecified,,,,40,IC50,>,40000,nM
3,103187723,10091294,CC[C@@](C1=CC(=CC(=C1)F)OCC2=CC3=CC=CC=C3C=C2)(C(=O)OC)OC,Active,,,,0.22,IC50,=,220,nM
4,103187757,9977187,CC[C@](C1=CC(=CC(=C1)F)OCC2=CC3=CC=CC=C3C=C2)(C(=O)OC)OC,Active,,,,0.33,IC50,=,330,nM
5,103187763,10343085,CC[C@@](C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)(C4=NC=CS4)OC,Active,,,,4.5,IC50,=,4500,nM
6,103187764,11742136,CC[C@@](C1=CC(=CC(=C1)F)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Unspecified,,,,10,IC50,>,10000,nM
7,103187793,10026136,CC[C@](C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)(C4=NC=CS4)OC,Active,,,,0.41,IC50,=,410,nM
8,103187870,10250327,CC[C@](COC)(C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)OC,Active,,,,0.52,IC50,=,520,nM
9,103187873,9978273,CC[C@@](COC)(C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)OC,Active,,,,0.07,IC50,=,70,nM
10,103187898,10341647,CC[C@@](C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)(C(=O)OC)OC,Active,,,,0.11,IC50,=,110,nM
11,103187901,10454404,CC[C@](C1=CC(=CC(=C1)F)OCC2=CC3=C(C=C2)N(C(=O)C=C3)C)(C(=O)OC)OC,Active,,,,0.34,IC50,=,340,nM
