PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,124972641,51355427,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Active,,,,6.7,IC50,=,6700,nM
2,160668644,66571766,C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
3,160673985,66573412,C1COCCN1C(=O)C2=CC=CC(=C2)C3=CC=C(C=C3)C4=CN(N=N4)CC5=C(C=C(C=C5)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
4,160679287,66571767,COC1=CC(=CC(=C1OC)OC)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
5,160679288,66571861,C1=CSC(=C1)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
6,160679289,66571862,C1=CC(=CC=C1C2=CC=C(C=C2)O)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Active,,,,6.8,IC50,=,6800,nM
7,160679290,66571965,C1=CC=C(C(=C1)COC2=C(C=CC(=C2)C(F)(F)F)Cl)C3=CC=C(C=C3)C4=CN(N=N4)S(=O)(=O)C5=CC=C(C=C5)C(=O)O,Active,,,,1.96,IC50,=,1960,nM
8,160684649,66573411,COC1=C(C=C(C=C1)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-])CN5CCOCC5,Unspecified,,,,10,IC50,>,10000,nM
9,160690025,66571764,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-])C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
10,160695459,66573413,C1=CC(=CC=C1C2=CC=C(C=C2)N)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
11,160695460,66571763,CN(C)C1=CC2=C(C=C1)C=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN(N=N5)CC6=C(C=C(C=C6)C(=O)O)[N+](=O)[O-],Active,,,,6.1,IC50,=,6100,nM
12,160695461,66571765,C1=CC(=CC(=C1)C(=O)O)C2=CC=C(C=C2)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,10,IC50,>,10000,nM
13,160695462,66571963,C1=CC=C(C(=C1)COC2=C(C=CC(=C2)C(F)(F)F)Cl)C3=CC=C(C=C3)C4=CN(N=N4)CC5=C(C=C(C=C5)C(=O)O)N,Active,,,,0.9,IC50,=,900,nM
14,160706104,66571860,C1=CC=C(C(=C1)COC2=C(C=CC(=C2)C(F)(F)F)Cl)C3=CC=C(C=C3)C4=CN(N=N4)CC5=C(C=C(C=C5)C(=O)O)[N+](=O)[O-],Active,,,,2,IC50,=,2000,nM
15,160706105,66571863,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C3=CN(N=N3)CC4=C(C=C(C=C4)C(=O)O)[N+](=O)[O-],Unspecified,,,,5,IC50,>,5000,nM
16,160706106,66571964,C1=CC=C(C(=C1)COC2=C(C=CC(=C2)C(F)(F)F)Cl)C3=CC=C(C=C3)C4=CN(N=N4)CC5=CC=C(C=C5)C(=O)O,Active,,,,1.47,IC50,=,1470,nM
