PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103163840,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Active,,,,0.96,IC50,=,960,nM
2,103180235,5281703,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,Unspecified,,,,46,IC50,=,46000,nM
3,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Active,,,,0.04,IC50,=,40,nM
4,312348211,118707369,C1=CC=C2C(=C1)/C(=C\C3=COC4=CC=CC=C4C3=O)/C(=O)N2C5=C(C=CC=C5Cl)Cl,Active,,,,0.0013,IC50,=,1.3,nM
5,312348212,118707370,C1=CC=C2C(=C1)/C(=C\C3=COC4=C(C3=O)C=C(C=C4)Br)/C(=O)N2C5=C(C=CC=C5Cl)Cl,Active,,,,7.6,IC50,=,7600,nM
6,312348213,118707371,CC(C)C1=CC2=C(C=C1)OC=C(C2=O)/C=C/3\C4=CC=CC=C4N(C3=O)C5=C(C=CC=C5Cl)Cl,Active,,,,0.0058,IC50,=,5.8,nM
7,312348214,2360380,C1=CC=C2C(=C1)/C(=C/C3=COC4=CC=CC=C4C3=O)/C(=O)N2,Active,,,,0.029,IC50,=,29,nM
8,312348215,118707372,C1=CC=C2C(=C1)/C(=C/C3=COC4=C(C3=O)C=C(C=C4)Br)/C(=O)N2,Active,,,,0.02,IC50,=,20,nM
9,312348216,118707373,CC\1=NN(C(=O)/C1=C/C2=COC3=C(C2=O)C=C(C=C3[N+](=O)[O-])F)C4=CC(=CC=C4)Cl,Unspecified,,,,10,IC50,>,10000,nM
