PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103249914,3086671,C[C@H](C#CC1=CC=C(S1)CC2=CC=C(C=C2)F)N(C(=O)N)O,Active,,,,0.09,IC50,=,90,nM,
2,336904845,59448236,CC1=NC(=NC(=N1)N[C@H]2CCC[C@H](C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F)NC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
3,461516052,162644072,CC(C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=C(C=C3)C(F)(F)F)N(C(=O)N)O,Active,,,,0.15,IC50,=,150,nM,
4,461518163,162645568,CC(C#CC1=CC=C(C=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,1,IC50,=,1000,nM,
5,461520367,162647159,CC(C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2OC(F)(F)F)N(C(=O)N)O,Active,,,,1,IC50,=,1000,nM,
6,461521366,162647852,C1=CC=C(C(=C1)CNC(=O)C2=CC=CC(=C2)C#CCN(C(=O)N)O)C(F)(F)F,Active,,,,4,IC50,=,4000,nM,
7,461521746,162648110,CC(C#CC1=CC(=CC=C1)C(=O)NCC2=C(C=C(C=C2)F)C(F)(F)F)N(C(=O)N)O,Active,,,,1.3,IC50,=,1300,nM,
8,461521947,162648254,CC(C#CC1=CC(=CC=C1)C(=O)NCCC2=CC=C(C=C2)F)N(C(=O)N)O,Active,,,,3.1,IC50,=,3100,nM,
9,461522113,162648382,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N)N(C(=O)N)O,Active,,,,1,IC50,=,1000,nM,
10,461522614,162648721,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)N(C(=O)N)O,Active,,,,0.096,IC50,=,96,nM,
11,461522896,162648918,CC(C)CC(C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.6,IC50,=,600,nM,
12,461523458,162649311,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)F)N(C(=O)N)O,Active,,,,0.22,IC50,=,220,nM,
13,461523804,162649555,CC1=C(C=C(C=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)C#CC(C)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM,
14,461525161,156895576,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCN(C2=CC=CC=C2)C3=CC=CC=C3)N(C(=O)N)O,Active,,,,0.11,IC50,=,110,nM,
15,461528787,162653011,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCC[C@H](C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)F)N(C(=O)N)O,Active,,,,0.16,IC50,=,160,nM,
16,461530742,162654401,C[C@@H](C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.7,IC50,=,700,nM,
17,461531151,162654678,CC(C)C(C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.5,IC50,=,500,nM,
18,461532465,162655592,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=C(C=C2)OC(F)(F)F)C3=CC=C(C=C3)F)N(C(=O)N)O,Active,,,,0.26,IC50,=,260,nM,
19,461533881,162656584,CC(C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=C(C=C3)OC(F)(F)F)N(C(=O)N)O,Active,,,,0.11,IC50,=,110,nM,
20,461535526,162657751,CC(C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)N(C(=O)N)O,Active,,,,0.12,IC50,=,120,nM,
21,461536006,162658094,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=C(C=C3)NS(=O)(=O)C)N(C(=O)N)O,Active,,,,0.9,IC50,=,900,nM,
22,461536910,162658743,CC(C#CC1=CC=C(O1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,4,IC50,=,4000,nM,
23,461540529,162661272,C[C@H](C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.6,IC50,=,600,nM,
24,461541100,162661670,CC(C#CC1=CC(=CC=C1)C(=O)NCCC(C2=CC=CC=C2)C3=CC=CC=C3)N(C(=O)N)O,Active,,,,0.3,IC50,=,300,nM,
25,461544626,156895548,CC(C#CC1=CC(=CC=C1)C(=O)NCC2=C(C=C(C=C2)Cl)Cl)N(C(=O)N)O,Active,,,,0.6,IC50,=,600,nM,
26,461545681,162664902,CCC(C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.5,IC50,=,500,nM,
27,461546133,162665217,CC(C#CC1=CC(=CC=C1)C(=O)NCCC2=CNC3=CC=CC=C32)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM,
28,461553732,162670504,CC(C#CC1=CC(=CC=C1)C(=O)NCC2=CC=CC=C2C(F)(F)F)N(C(=O)N)O,Active,,,,0.7,IC50,=,700,nM,
29,461555529,162671771,CC(C#CC1=CC(=CC=C1)C(=O)NCC2=C(C=C(C=C2)OC)C(F)(F)F)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM,
