PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,8,IC50,=,8000,nM
2,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Active,,,,0.03,IC50,=,30,nM
3,103215823,9874227,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)/C=N/OCC(=O)O,Unspecified,,,,12,IC50,=,12000,nM
4,103215852,19098342,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Unspecified,,,,12,IC50,=,12000,nM
5,103215984,24047733,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC=CS3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,7,IC50,=,7000,nM
6,103216026,9915340,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CSC=N3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,4,IC50,=,4000,nM
7,103216414,44286101,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC(=CC=C3)Cl)CC4=CC=C(C=C4)Cl)CC(C)(C)/C=N/OCC(=O)O,Active,,,,10,IC50,=,10000,nM
8,103216415,44286102,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC=CC=N3)CC4=CC=C(C=C4)Cl)CC(C)(C)/C=N/OCC(=O)O,Unspecified,,,,13,IC50,=,13000,nM
9,103216453,19098329,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CN=CC=C3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Unspecified,,,,17,IC50,=,17000,nM
10,103216522,19098343,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC(=CC=C3)Cl)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Unspecified,,,,17,IC50,=,17000,nM
11,103216544,44286167,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4S3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,10,IC50,=,10000,nM
12,103216591,44286196,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CSC=N3)CC4=CC=C(C=C4)Cl)CC(C)(C)/C=N/OCC(=O)O,Unspecified,,,,11,IC50,=,11000,nM
13,103216620,9805982,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)CNC(=O)N)CC3=CC=C(C=C3)Cl,Active,,,,0.18,IC50,=,180,nM
14,103216649,15042078,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)CN(C(=O)N)O)CC3=CC=C(C=C3)Cl,Active,,,,0.17,IC50,=,170,nM
15,103216650,9936354,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)NC(=O)N(C)O)CC3=CC=C(C=C3)Cl,Active,,,,0.15,IC50,=,150,nM
16,312364945,118718380,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)/C=N/OC)CC3=CC=C(C=C3)Cl,Active,,,,0.34,IC50,=,340,nM
17,312364946,11756733,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)/C=N/OCC(=O)O)CC3=CC=C(C=C3)Cl,Active,,,,0.1,IC50,=,100,nM
18,312364947,15042058,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)/C=N/O)CC3=CC=C(C=C3)Cl,Active,,,,0.27,IC50,=,270,nM
