PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,160705759,3610995,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4Cl,Active,,,,0.31,IC50,=,310,nM,
2,404701251,145982760,CC(CC1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NC4=C(N3CC5=CC=CC=C5Cl)C=CC(=C4)C#N,Active,,,,0.42,IC50,=,420,nM,
3,404701320,145982804,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2NCC4=CC5=C(C=C4)C=CN5)Cl,Unspecified,,,,10,IC50,>,10000,nM,
4,404701450,145982895,C=C(CC1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NC4=C(N3CC5=CC=CC=C5Cl)C=CC(=C4)C#N,Active,,,,0.37,IC50,=,370,nM,
5,404701587,145982991,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)OC(C)(C)C(=O)O,Active,,,,0.2,IC50,=,200,nM,
6,404701592,145982995,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C(=O)O,Active,,,,0.28,IC50,=,280,nM,
7,404701620,145983019,CC(C1=CC=C(C=C1)CC(C)(C)C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Active,,,,1.7,IC50,=,1700,nM,
8,404701812,145983160,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=CC(=CC=C5)C(=O)O,Active,,,,0.074,IC50,=,74,nM,
9,404702065,145983337,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)OCC(=O)O,Active,,,,0.18,IC50,=,180,nM,
10,404702080,145983346,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NNC(=O)O5,Active,,,,0.1,IC50,=,100,nM,
11,404702115,145983375,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)CC(=O)O,Active,,,,0.45,IC50,=,450,nM,
12,404702144,145983395,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NC(=CS5)C(=O)O,Active,,,,0.15,IC50,=,150,nM,
13,404702410,145983586,CC1=NC(=NO1)C2=CC3=C(C=C2)N(C(=N3)C(C)C4=CC=C(C=C4)CC(C)C)CC5=CC=CC=C5Cl,Active,,,,0.18,IC50,=,180,nM,
14,404702421,145983594,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2CCC4=CC=C(C=C4)C5=CN=C(C=N5)N)Cl,Active,,,,0.26,IC50,=,260,nM,
15,404702491,145983649,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NNC(=S)O5,Active,,,,0.05,IC50,=,50,nM,
16,404702819,145983878,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(C=CC=C3N2CC4=CC=CC=C4Cl)C(=O)O,Active,,,,0.4,IC50,=,400,nM,
17,404703291,145984213,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2CCC4=CC=C(C=C4)C5=CN=C(N=C5)N)Cl,Active,,,,0.37,IC50,=,370,nM,
18,404703421,145984302,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(C=CC=C3N2CC4=CC=CC=C4Cl)CCC(=O)O,Active,,,,0.19,IC50,=,190,nM,
19,404703451,145984322,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2NCC4=CC5=C(C=C4)NC=C5)Cl,Active,,,,3.8,IC50,=,3800,nM,
20,404703655,145984462,CC(C)OC1=CC=C(C=C1)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
21,404703932,145984660,CC(C)CC1=CC=C(C=C1)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
22,404704047,145984745,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NOC(=O)N5,Active,,,,0.27,IC50,=,270,nM,
23,404704081,145984768,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2NCCC4=CNC5=CC=CC=C54)Cl,Active,,,,8.8,IC50,=,8800,nM,
24,404704138,145984813,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NN=CO5,Active,,,,0.09,IC50,=,90,nM,
25,404704344,145984975,CCC(C)C1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Active,,,,0.7,IC50,=,700,nM,
26,404704345,145984976,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=CC=CC=C5C(=O)O,Active,,,,1.1,IC50,=,1100,nM,
27,404704559,145985135,CC(C)CCC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Unspecified,,,,18,IC50,=,18000,nM,
28,404704561,145985137,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)CCC(=O)O,Active,,,,0.05,IC50,=,50,nM,
