PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103180723,10358121,CC1=COC(=C1C(=O)/C=C/C2=CC3=CC=CC=C3N=C2Cl)C,Active,,,,3.5,IC50,=,3500,nM
2,103180910,5466621,C1=COC(=C1)/C=C/C(=O)C2=CC(=C(C=C2)Cl)Cl,Active,,,,4.1,IC50,=,4100,nM
3,103180993,44271197,C1=CC=C2C(=C1)C=C(C(=N2)Cl)/C=C/C(=O)C3=CC=C(C=C3)F,Active,,,,3.9,IC50,=,3900,nM
4,103181081,5997630,COC1=CC=CC(=C1OC)/C=C/C(=O)C2=CC=C(C=C2)Br,Active,,,,6.1,IC50,=,6100,nM
5,103601131,132998,CCN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.09,IC50,=,90,nM
