PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.8,IC50,=,800,nM,
2,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.06,IC50,=,60,nM,
3,134437462,56641885,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)OC4=CC=C(C=C4)OC5=CC=C(C=C5)C(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
4,134437463,56641889,CC(C)(C)C1=CC=C(C=C1)OC(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)F)C4=NN=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,134437621,56641759,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)NC4=CN=C(C=C4)N5CCOCC5,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
6,134437631,56642018,CCOC(=O)C1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C(F)(F)F)C4=NN=C(C=C4)Cl,Unspecified,,,,15,IC50,=,15000,nM,
7,134437632,56642148,C1CCC(C1)C2=CC=C(C=C2)OC(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NN=C(C=C5)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
8,134437633,56642150,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NN=C(C=C5)Cl,Active,,,,2.9,IC50,=,2900,nM,
9,134437634,56642151,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)Cl)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Active,,,,2.9,IC50,=,2900,nM,
10,134441383,56642015,CCCCCCCOC1=CC=C(C=C1)OC(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)F)C4=NN=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
11,134441385,54754354,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)CCC(=O)OC4=CC=C(C=C4)C(C)C,Active,,,,2,IC50,=,2000,nM,
12,134445152,56641761,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)OC4=CC=C(C=C4)C(C)C,Active,,,,8,IC50,=,8000,nM,
13,134445303,56642017,C1CN(CCC1C(=O)N)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C(F)(F)F)C4=NN=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
14,134445304,46213934,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Active,,,,2.7,IC50,=,2700,nM,
15,134449260,56642016,C1=CC(=CC=C1C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)OC4=CC=C(C=C4)N5C=CN=C5)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
16,134449261,56642149,C1=CN(C=C1)C2=CC=C(C=C2)OC(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NN=C(C=C5)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
17,134449262,56642287,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)Cl,Active,,,,2.6,IC50,=,2600,nM,
18,134449263,56642289,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=CC=CC=C5,Active,,,,2.9,IC50,=,2900,nM,
19,134449264,56642418,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NC6=CC=CC=C6C=C5,Active,,,,2.8,IC50,=,2800,nM,
20,134452953,56641886,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)OC4=CC=C(C=C4)OC(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
21,134452954,56641887,C1CC(OC1)C(=O)N2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
22,134452955,56642536,CCOC(=O)C1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C)C4=NC5=CC=CC=C5C=C4,Active,,,,4,IC50,=,4000,nM,
23,134452956,56642537,CC1=CC=C(C=C1)C2=CC(=NN2C3=NC4=CC=CC=C4C=C3)CCC(=O)OC5=CC=C(C=C5)C(C)C,Unspecified,,,,10,IC50,>,10000,nM,
24,134453119,54754353,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Active,,,,2.5,IC50,=,2500,nM,
25,134453120,56642290,CC1=CC=C(C=C1)C2=CC(=NN2C3=NC4=CC=CC=C4C=C3)CCC(=O)N5CCN(CC5)CC6=CC=C(C=C6)C(C)(C)C,Active,,,,3.5,IC50,=,3500,nM,
26,134453121,56642419,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NC6=CC=CC=C6C=C5,Active,,,,3,IC50,=,3000,nM,
