PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103194405,15161039,C=CCC1=C(C=C2CC(OC2=C1)CCC3=CC=CC=C3)O,Active,,,,0.017,IC50,=,17,nM
2,103194424,15161022,CCCC1=CC2=C(C=C1O)C(C(O2)CCC3=CC=C(C=C3)SC)(C)C,Active,,,,0.092,IC50,=,92,nM
3,103194425,15161015,CCCC1=CC2=C(C=C1O)C(C(O2)CCSC3=CC=CC=N3)(C)C,Active,,,,0.044,IC50,=,44,nM
4,103194442,15161032,CC1(C(OC2=C1C=C(C(=C2)CCCOC3=CC=CC=C3)O)CCC4=CC=CC=C4)C,Active,,,,0.04,IC50,=,40,nM
5,103194569,15161068,C1C(OC2=CC(=C(C=C21)O)CCCOC3=CC=CC=C3)CCC4=CC=C(C=C4)Cl,Active,,,,0.051,IC50,=,51,nM
6,103194570,15161061,C1C(OC2=CC(=C(C=C21)O)CC3=CC=CC=C3)CCC4=CC=CC=C4,Active,,,,0.048,IC50,=,48,nM
7,103194842,15160996,CC1(C(OC2=C1C=C(C(=C2)CC=C)O)CC3=CC=C(C=C3)OC)C,Active,,,,0.164,IC50,=,164,nM
8,103194878,124255,C1C(OC2=CC(=C(C=C21)O)CCCOC3=CC=CC=C3)CCC4=CC=CC=C4,Active,,,,0.023,IC50,=,23,nM
9,103194879,15161040,C=CCC1=C(C=CC2=C1CC(O2)CCC3=CC=CC=C3)O,Active,,,,0.025,IC50,=,25,nM
10,103194916,15161000,CC1(C(OC2=C1C=C(C(=C2)CC=C)O)CCC3=CC=C(C=C3)OC)C,Active,,,,0.052,IC50,=,52,nM
11,103194919,15161054,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCC2=C(C=C3CC(OC3=C2)CCC4=CC=CC=C4)O,Active,,,,0.053,IC50,=,53,nM
12,103195376,44275636,CCCC1=C(C(=CC2=C1CC(O2)CCC3=CC=CC=C3)CCCOC4=CC=C(C=C4)C5N=NN=N5)O,Active,,,,0.045,IC50,=,45,nM
13,103195398,15161050,C1C(OC2=CC(=C(C=C21)O)CCCSC3=CC=NC=C3)CCC4=CC=CC=C4,Active,,,,0.008,IC50,=,8,nM
14,103195438,15161052,C1C(OC2=CC(=C(C=C21)O)CCCSC3=NC4=CC=CC=C4S3)CCC5=CC=CC=C5,Active,,,,0.045,IC50,=,45,nM
15,103195441,15161048,C1C(OC2=CC(=C(C=C21)O)CCCOC3=CC=C(C=C3)C(=O)O)CCC4=CC=CC=C4,Active,,,,0.044,IC50,=,44,nM
16,103195455,44275685,COC1=C(C=C2C=CC=C(C2=N1)SCCCC3=C(C=C4CC(OC4=C3)CCC5=CC=CC=C5)O)C(=O)O,Active,,,,0.05,IC50,=,50,nM
