PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,194138617,72735591,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC3=C(S2)CCC4=C3C=CC(=C4)OC,Active,,,,1.9,IC50,=,1900,nM
2,194145174,72734878,C1=CC(=CC=C1C2=CSC(=N2)NC3=CC(=NC(=N3)SCC(=O)O)Cl)Cl,Unspecified,,,,10,IC50,>,10000,nM
3,194145545,72735239,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC4=C(CCCC4)C=C3,Active,,,,2.3,IC50,=,2300,nM
4,194152400,72735237,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=C(C=C(C=C3)F)F,Active,,,,2.5,IC50,=,2500,nM
5,194152402,72735418,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=C(S2)C)C3=CC=C(C=C3)Br,Active,,,,1.6,IC50,=,1600,nM
6,194158981,72735052,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=CC=C3,Active,,,,2,IC50,=,2000,nM
7,194158982,72735053,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)C,Active,,,,3,IC50,=,3000,nM
8,194159341,72735057,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC(=C(C=C3)F)F,Active,,,,2.3,IC50,=,2300,nM
9,194159342,72735417,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=C(S2)C)C3=CC=CC=C3,Active,,,,1.9,IC50,=,1900,nM
10,194166340,72734875,CCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,3.8,IC50,=,3800,nM
11,194173171,72735238,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-],Active,,,,1.8,IC50,=,1800,nM
12,194180061,72734874,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,0.8,IC50,=,800,nM
13,194186829,72735056,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,Active,,,,0.3,IC50,=,300,nM
14,194186831,72734876,CCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,6.6,IC50,=,6600,nM
15,312350448,118708871,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
