PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,131278814,5411248,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2,Active,,,,0.3,IC50,=,300,nM
2,160699959,70694135,CC1=CC=C(C=C1)C2=NC(=O)/C(=C(\C)/C3=CC=C(C=C3)OC)/S2,Active,,,,1.97,IC50,=,1970,nM
3,242467941,5411269,CC1=CC=C(C=C1)C2=N/C(=C\C3=CC=C(C=C3)OC)/C(=O)O2,Unspecified,,,,30,IC50,>,30000,nM
4,312367405,5335462,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)O)/S2,Active,,,,0.33,IC50,=,330,nM
5,312367406,118719671,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)C(=O)C)/S2,Active,,,,0.16,IC50,=,160,nM
6,312367407,2253173,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)C(=O)OC)/S2,Active,,,,0.16,IC50,=,160,nM
7,312367408,118719672,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)/C=C/C(=O)OC)/S2,Active,,,,0.18,IC50,=,180,nM
8,312367409,118719673,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)C(=O)O)/S2,Active,,,,1.46,IC50,=,1460,nM
9,312367410,118719674,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)N)/S2,Active,,,,0.58,IC50,=,580,nM
10,312367411,118719675,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC(=CC=C3)S(=O)(=O)N)/S2,Active,,,,0.25,IC50,=,250,nM
11,312367412,118719676,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)S(=O)(=O)C)/S2,Active,,,,0.19,IC50,=,190,nM
12,312367413,118719677,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)N4CCOCC4)/S2,Active,,,,1.07,IC50,=,1070,nM
13,312367414,118719678,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OCCN4CCOCC4)/S2,Active,,,,0.52,IC50,=,520,nM
14,312367415,118719679,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OCC(=O)N4CCOCC4)/S2,Active,,,,0.73,IC50,=,730,nM
15,312367416,118719680,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC(=O)N4CCOCC4)/S2,Active,,,,0.33,IC50,=,330,nM
16,312367417,118719681,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=NC=C3)/S2,Active,,,,0.33,IC50,=,330,nM
17,312367418,118719682,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CN=CC=C3)/S2,Active,,,,0.28,IC50,=,280,nM
18,312367419,118719683,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=CN3)/S2,Active,,,,8.02,IC50,=,8020,nM
19,312367420,136998792,CC1=CC=C(C=C1)C2=NC(=C(S2)/C=C/3\C=NC4=CC=CC=C43)O,Unspecified,,,,3,IC50,>,3000,nM
20,312367421,2246826,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=CS3)/S2,Active,,,,0.86,IC50,=,860,nM
21,312367422,118719685,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=NC=CN3)/S2,Active,,,,2.69,IC50,=,2690,nM
22,312367423,118719686,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C(NC=N3)C)/S2,Active,,,,6.04,IC50,=,6040,nM
23,312367424,118719687,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CN=CC=C3,Active,,,,0.96,IC50,=,960,nM
24,312367425,118719688,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=NC=C3,Active,,,,0.44,IC50,=,440,nM
25,312367426,118719689,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=NC=CN=C3,Active,,,,0.3,IC50,=,300,nM
26,312367427,118719690,C[N+]1=CC=CC(=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2.[I-],Active,,,,4.62,IC50,=,4620,nM
27,312367428,1639245,CC1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(C=C3)OC)/C(=O)O2,Unspecified,,,,30,IC50,>,30000,nM
28,312367429,118719692,CC1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(C=C3)OC)/C(=O)N2,Unspecified,,,,11.78,IC50,=,11780,nM
29,312367430,135443011,CC1=CC=C(C=C1)C2=N/C(=C\C3=CC=C(C=C3)OC)/C(=O)N2,Active,,,,7.8,IC50,=,7800,nM
30,312367431,118719693,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/O2,Active,,,,1.86,IC50,=,1860,nM
31,312367432,118719694,CC1=CC=C(C=C1)C2=NC(=O)C(=NC3=CC=C(C=C3)OC)S2,Active,,,,8.22,IC50,=,8220,nM
32,312367433,118719695,CC1=CC=C(C=C1)C2=NC(=O)C(S2)(NC3=CC=C(C=C3)OC)OC,Unspecified,,,,30,IC50,>,30000,nM
33,312367434,135799334,CC1=CC=C(C=C1)N=C2NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2,Unspecified,,,,30,IC50,>,30000,nM
34,312367435,5373044,CC1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=C(C=C3)OC)/SC2=S,Unspecified,,,,30,IC50,>,30000,nM
35,312367436,118719696,CC1=CC=C(C=C1)C2N(C(=O)/C(=C/C3=CC=C(C=C3)OC)/S2)C,Unspecified,,,,30,IC50,>,30000,nM
36,312367437,118719697,CC1=CC=C(C=C1)C2=NC(=O)C(=C(C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC)S2,Active,,,,6.15,IC50,=,6150,nM
37,312367438,118719698,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C=C/C3=CC=C(C=C3)OC)/S2,Active,,,,0.35,IC50,=,350,nM
38,312367439,118719699,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C34CC5CC(C3)CC(C5)C4)/S2,Active,,,,0.12,IC50,=,120,nM
39,312367440,118719700,CC1=CC=C(C=C1)C2=NC(=C(S2)C=C3CCCCC3)O,Active,,,,0.35,IC50,=,350,nM
40,312367441,118719701,CC1=CC=C(C=C1)C2=NC(=C(S2)C=C3CCC(CC3)OC)O,Active,,,,0.59,IC50,=,590,nM
41,312367442,118719702,CC1=CC=C(C=C1)C2=NC(=C(S2)CC3=CC=C(C=C3)OC)O,Active,,,,0.2,IC50,=,200,nM
42,312367443,118719703,CC1=CC=C(C=C1)C2=NC(=C(S2)C3=CC=C(C=C3)OC)O,Active,,,,0.17,IC50,=,170,nM
43,312367444,118719704,CC1=CC=C(C=C1)C2=NC(=C(S2)C3=CC=C(C=C3)OC)C,Unspecified,,,,30,IC50,>,30000,nM
44,312367445,81689867,COC1=CC=C(C=C1)CC2=C(N=C(S2)C3=CC=C(C=C3)Cl)O,Active,,,,0.03,IC50,=,30,nM
45,312367446,118719705,COC1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=C(C=C3)Cl)O,Active,,,,0.05,IC50,=,50,nM
46,312367447,118719706,COC1=CC=C(C=C1)/C=C/2\C(=O)N=C(S2)C3=CC=C(C=C3)Cl,Active,,,,0.08,IC50,=,80,nM
47,312367448,118719707,COC1=CC=C(C=C1)/C=C/2\C(=O)N=C(S2)C3=CC=CC4=CC=CC=C43,Active,,,,0.08,IC50,=,80,nM
