PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172342,3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.01,IC50,=,10,nM
2,404696957,145979972,COC1=CC2=C(C=C1)C(=O)C=C(N2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.45,IC50,=,450,nM
3,404697900,145980588,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=CC(=C(C=C3O2)O)O)CC4=CC=CC=C4,Active,,,,4.13,IC50,=,4130,nM
4,404699805,145981823,C1CN(CCC1NC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)O)CC4=CC=CC=C4,Active,,,,2.36,IC50,=,2360,nM
5,404700816,145982457,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)[N+](=O)[O-])CC4=CC=CC=C4,Active,,,,0.021,IC50,=,21,nM
6,404703505,145984359,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)CC4=CC=CC=C4,Active,,,,0.58,IC50,=,580,nM
7,404706675,145986601,COC1=CC(=NC2=CC(=C(C=C21)OC)OC)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.62,IC50,=,620,nM
8,404707921,145987407,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)N)CC4=CC=CC=C4,Active,,,,0.041,IC50,=,41,nM
9,404708531,145987800,COC1=CC=CC2=C1NC(=CC2=O)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,1.64,IC50,=,1640,nM
10,404708591,145987838,COC1=CC2=C(C=C1)OC(=CC2=O)C(=O)NCCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.37,IC50,=,370,nM
11,404708908,145988032,COC1=CC2=C(C=C1)OC(=CC2=O)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.97,IC50,=,970,nM
12,404708926,145988042,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)O)CC4=CC=CC=C4,Active,,,,0.091,IC50,=,91,nM
13,404710109,145988798,COC1=C(C=C2C(=C1)C(=O)C=C(N2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.17,IC50,=,170,nM
14,404711394,145989629,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.66,IC50,=,660,nM
15,404711897,145989956,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)OCCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.056,IC50,=,56,nM
16,404711968,145989988,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)OCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.3,IC50,=,300,nM
17,404712374,145990243,COC1=CC2=C(C=C1)OC(=CC2=O)C(=O)OCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,7.49,IC50,=,7490,nM
18,404712882,145990565,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.32,IC50,=,320,nM
19,404712950,145990611,COC1=CC2=C(C=C1)C(=O)C=C(O2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.033,IC50,=,33,nM
20,404713200,145990784,C1CN(CCC1CCCNC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)O)CC4=CC=CC=C4,Active,,,,0.023,IC50,=,23,nM
21,404715416,145992212,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(N2)C(=CC=C3)O)CC4=CC=CC=C4,Active,,,,1.15,IC50,=,1150,nM
22,404716229,145992723,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.046,IC50,=,46,nM
23,404716561,145992936,COC1=CC2=C(C=C1)OC(=CC2=O)C(=O)NCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,3.61,IC50,=,3610,nM
24,404716840,145993120,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=CC=CC=C3O2)CC4=CC=CC=C4,Active,,,,0.11,IC50,=,110,nM
25,404716977,145993208,COC1=CC2=C(C=C1)OC(=CC2=O)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.17,IC50,=,170,nM
26,404717238,145993378,COC1=CC2=C(C=C1)NC(=CC2=O)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.88,IC50,=,880,nM
27,404717351,145993438,COC1=CC=CC2=C1C(=O)C=C(O2)C(=O)NCCC3CCN(CC3)CC4=CC=CC=C4,Active,,,,0.87,IC50,=,870,nM
28,404717456,145993498,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)NCCCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,0.11,IC50,=,110,nM
29,404717584,145993580,COC1=C(C=C2C(=C1)C(=O)C=C(O2)C(=O)NCC3CCN(CC3)CC4=CC=CC=C4)OC,Active,,,,1.46,IC50,=,1460,nM
30,404718804,145994271,C1CN(CCC1CCNC(=O)C2=CC(=O)C3=C(N2)C=CC(=C3)O)CC4=CC=CC=C4,Active,,,,0.3,IC50,=,300,nM
