PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103212462,56237,CC(=O)OC1=C(C(=C(C2=C1C=CC(=C2)Cl)OC(=O)C)OC)OC,Active,,,,0.5,IC50,=,500,nM
2,103224668,10407052,COC1=CC=C(C=C1)CCCC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,=,30000,nM
3,103224695,10247820,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCCC4=CC=CC=C4,Unspecified,,,,30,IC50,>,30000,nM
4,103224732,10247342,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)Cl,Unspecified,,,,30,IC50,>,30000,nM
5,103224733,10001486,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC(=CC=C4)OC5=CC=CC=C5,Unspecified,,,,30,IC50,>,30000,nM
6,103224734,10091406,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)C(F)(F)F,Unspecified,,,,30,IC50,>,30000,nM
7,103224735,10314566,CC1=CC=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
8,103224738,10020384,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCC4=CC=CC=C4,Unspecified,,,,11,IC50,=,11000,nM
9,103224755,10338556,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=CC=C4C(=O)O,Active,,,,4,IC50,=,4000,nM
10,103224936,10384891,COC1=CC(=C(C=C1)OC)CC2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O,Unspecified,,,,30,IC50,>,30000,nM
11,103224973,10403470,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)CC4=CC=CC=C4,Unspecified,,,,30,IC50,>,30000,nM
12,103224974,11724159,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)C(=O)C4=CC=CC=C4,Unspecified,,,,18,IC50,=,18000,nM
13,103224982,10068108,COC1=C(C=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O)OC,Unspecified,,,,30,IC50,>,30000,nM
14,103224984,10020643,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=C(C=CC(=C4)O)O,Active,,,,0.9,IC50,=,900,nM
15,103225021,10247015,COC1=CC=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
16,103225088,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,Unspecified,,,,37,IC50,=,37000,nM
17,103225089,10382977,COC1=CC=CC=C1CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
18,103225090,10048548,COC1=CC(=CC(=C1OC)OC)CCCC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Active,,,,6,IC50,=,6000,nM
19,103225122,10043326,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=C(C=C(C=C4)O)O,Active,,,,5,IC50,=,5000,nM
20,103225326,10019527,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCC4=CC=CC=C4,Unspecified,,,,30,IC50,>,30000,nM
21,103225361,10044052,COC1=CC=C(C=C1)C(=O)C2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O,Unspecified,,,,30,IC50,>,30000,nM
22,103225362,10043109,CC1=CC=C(C=C1)C(=O)C2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O,Unspecified,,,,30,IC50,>,30000,nM
23,103225363,10044926,COC(=O)C1=CC=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
24,103225383,10043325,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)CC4=CC(=C(C=C4)O)O,Active,,,,2,IC50,=,2000,nM
25,103225402,10020641,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)CC4=C(C=CC(=C4)O)O,Active,,,,1,IC50,=,1000,nM
26,103225420,10248938,COC1=CC(=C(C=C1)CC2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O)OC,Unspecified,,,,30,IC50,>,30000,nM
27,103225421,10088123,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)CC4=CC=C(C=C4)O,Unspecified,,,,30,IC50,>,30000,nM
28,103225498,10337793,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)CC4=C(C=C(C=C4)O)O,Active,,,,7,IC50,=,7000,nM
29,103225523,10335901,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=CC=C4,Unspecified,,,,30,IC50,>,30000,nM
30,103225525,10449418,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=CC=C4O,Active,,,,5,IC50,=,5000,nM
31,103225526,11740241,COC1=CC(=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O)OC,Unspecified,,,,30,IC50,>,30000,nM
32,103225611,10022396,COC1=CC(=C(C=C1)OC)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
33,103225791,10337672,COC1=CC=C(C=C1)CC2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O,Unspecified,,,,30,IC50,>,30000,nM
34,103225807,10471814,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)C(=O)C4=CC=CC=C4,Unspecified,,,,30,IC50,>,30000,nM
35,103225810,10339371,COC(=O)C1=CC=CC=C1CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,30,IC50,>,30000,nM
36,103225811,10428583,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)C(=O)O,Active,,,,2,IC50,=,2000,nM
37,103226144,10042373,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)O,Active,,,,7,IC50,=,7000,nM
38,103226145,9865299,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCC4=CC(=C(C(=C4)O)O)O,Active,,,,0.6,IC50,=,600,nM
39,103226146,10451147,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCC4=CC=C(C=C4)O,Active,,,,2,IC50,=,2000,nM
40,103226191,10020642,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC(=C(C=C4)O)O,Active,,,,4,IC50,=,4000,nM
