PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,2.6,IC50,=,2600,nM
2,103187126,132306,CN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.02,IC50,=,20,nM
3,103187761,15050015,CC1=C(C=C(C=C1)OCC2=CC3=CC=CC=C3C=C2)C(C)(C4=NC=CS4)OC,Unspecified,,,,40,IC50,=,40000,nM
4,103187831,164272,CCC(C1=CC(=CC=C1)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Active,,,,0.4,IC50,=,400,nM
5,103264852,15050005,CC(C1=CC(=CC=C1)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Active,,,,0.5,IC50,=,500,nM
6,103265544,15050007,CCC(C1=CC=C(C=C1)OCC2=CC3=CC=CC=C3C=C2)(C4=NC=CS4)OC,Unspecified,,,,40,IC50,=,40000,nM
7,103294745,14985866,COC1(CCS(=O)(=O)CC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Unspecified,,,,10.6,IC50,=,10600,nM
8,103294811,14985915,CN1C2=CC=CC=C2C=C(C1=O)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.4,IC50,=,400,nM
9,103294849,44321425,CC1=C(C=CC=C1OCC2=CC3=CC=CC=C3C=C2)C(C)(C4=NC=CS4)OC,Active,,,,0.5,IC50,=,500,nM
10,103295048,14985917,CN1C(=O)C=CC2=C(C=CC=C21)COC3=CC=CC(=C3)C4(CCOCC4)OC,Active,,,,1.3,IC50,=,1300,nM
11,103295057,14985873,COC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC4=C(C=C3)NC(=O)C=C4,Active,,,,0.6,IC50,=,600,nM
12,103295085,14985877,CN1C=CC2=C(C1=O)C=CC(=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.2,IC50,=,200,nM
13,103295086,14985918,CN1C(=O)C=CC2=C1C=C(C=C2)COC3=CC=CC(=C3)C4(CCOCC4)OC,Active,,,,0.2,IC50,=,200,nM
14,103295088,14985916,CN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC=CC(=C3)C4(CCOCC4)OC,Active,,,,0.03,IC50,=,30,nM
15,103295133,14985901,CC1=C(C=C(C=C1)OCC2=CC3=CC=CC=C3C=C2)C4(CCOCC4)OC,Unspecified,,,,40,IC50,=,40000,nM
16,103295176,44321613,COC1(CCOCC1)C2=CC(=CC=C2)OCC#CC3=CC=CC=C3.C(Cl)Cl,Active,,,,0.07,IC50,=,70,nM
17,103295204,14985899,COC1(CCOCC1)C2=CC=C(C=C2)OCC3=CC4=CC=CC=C4C=C3,Unspecified,,,,19,IC50,=,19000,nM
18,103295215,15049978,CCC(C1=CC(=CC=C1)OCC#CC2=CC=CC=C2)(C3=NC=CS3)OC,Active,,,,0.9,IC50,=,900,nM
19,103295215,15049978,CCC(C1=CC(=CC=C1)OCC#CC2=CC=CC=C2)(C3=NC=CS3)OC,Active,,,,1,IC50,=,1000,nM
20,103295260,14985865,COC1(CCS(=O)CC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,4.2,IC50,=,4200,nM
21,103295523,15637380,COC1(CCOCC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,0.07,IC50,=,70,nM
22,103295524,14985895,COC1(CCOC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,0.7,IC50,=,700,nM
23,103295551,14985894,COC1(CCCOC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,1.7,IC50,=,1700,nM
24,103295553,20080675,COC1(CCCOCC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,0.2,IC50,=,200,nM
25,103295595,9885237,COC1(CCC(=O)CC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,3.4,IC50,=,3400,nM
26,103295646,14985897,COC1(CCCCOC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,2.5,IC50,=,2500,nM
27,103295661,44321923,CCOC(=O)C.COC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC4=CC=CC=C4NC3=O,Active,,,,0.2,IC50,=,200,nM
28,103295662,14985869,COC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC4=NC=CN=C4C=C3,Active,,,,0.3,IC50,=,300,nM
29,103295663,14985911,COC1(CCOCC1)C2=CC(=CC=C2)OCC#CC3=CC=CC=N3,Active,,,,0.4,IC50,=,400,nM
30,103295693,14985864,COC1(CCSCC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,0.4,IC50,=,400,nM
31,103295700,44321940,COC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC4=CN=CN=C4C=C3,Active,,,,0.2,IC50,=,200,nM
32,103295707,44321945,CCOC(=O)C.COC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=NC4=CC=CC=C4C=N3,Active,,,,0.2,IC50,=,200,nM
33,103295708,14985900,CC1=C(C=CC=C1OCC2=CC3=CC=CC=C3C=C2)C4(CCOCC4)OC,Active,,,,0.6,IC50,=,600,nM
34,103295828,14985898,COC1(CCCCC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,2.6,IC50,=,2600,nM
35,103295861,14985922,CN1C2=C(C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F)SC1=O,Active,,,,0.04,IC50,=,40,nM
36,103295871,14985920,CC1(C2=C(C=CC(=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F)N(C1=O)C)C,Active,,,,0.08,IC50,=,80,nM
37,103295899,14985921,CN1C2=C(C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F)OC1=O,Active,,,,0.2,IC50,=,200,nM
38,103295903,10200992,CN1C2=C(C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F)N(C1=O)C,Active,,,,0.08,IC50,=,80,nM
39,103295918,44322073,CN1C=CC(=O)C2=C1C=CC(=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Unspecified,,,,30,IC50,=,30000,nM
40,103295977,14985923,CN1C2=C(C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F)N=CC1=O,Active,,,,0.05,IC50,=,50,nM
41,103296131,14985893,COC1(COC1)C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3,Active,,,,2.5,IC50,=,2500,nM
42,103672212,45261057,CN1CCC(CC1)(C2=CC(=CC=C2)OCC3=CC4=CC=CC=C4C=C3)OC.Cl,Unspecified,,,,40,IC50,>,40000,nM
