PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Active,,,,0.025,IC50,=,25,nM
2,136920913,23546056,COC(=O)C1=CC2=C(C=C1)S(=NS2(=O)=O)C3=CC=C(C=C3)Br,Active,,,,4.1,IC50,=,4100,nM
3,136924204,56598067,CC(C)(C)C1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.3,IC50,=,300,nM
4,136927469,57393840,C1=CC(=CC=C1S2=NS(=O)(=O)C3=CC(=C(C=C32)Cl)S(=O)(=O)N)Br,Unspecified,,,,25.8,IC50,=,25800,nM
5,136927470,57393841,CS(=O)(=O)C1=CC2=C(C=C1)S(=NS2(=O)=O)C3=CC=C(C=C3)Br,Unspecified,,,,13.5,IC50,=,13500,nM
6,136927473,57393844,CC(C)C1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.36,IC50,=,360,nM
7,136927474,56598068,C1=CC=C(C=C1)C2=CC=C(C=C2)S3=NS(=O)(=O)C4=C3C=CC(=C4)[N+](=O)[O-],Active,,,,0.15,IC50,=,150,nM
8,136927475,57393845,C1=CC(=CC=C1C(F)(F)F)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,3.09,IC50,=,3090,nM
9,136930685,57395579,CCC1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.18,IC50,=,180,nM
10,136930686,57395580,COC1=CC(=CC(=C1)OCCS2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-])OC,Active,,,,3.7,IC50,=,3700,nM
11,136934173,57397391,C1=CC=C(C=C1)C2=CC=C(C=C2)S3=NS(=O)(=O)C4=C3C=CC(=C4)S(=O)(=O)N,Active,,,,3.45,IC50,=,3450,nM
12,136934174,57397392,CC1=CC2=C(C=C1)S(=NS2(=O)=O)C3=CC=C(C=C3)Br,Active,,,,6.05,IC50,=,6050,nM
13,136934175,57397393,C1=CC(=CC=C1S2=NS(=O)(=O)C3=C2C=CC(=C3)S(=O)(=O)N)Br,Unspecified,,,,91.1,IC50,=,91100,nM
14,136940478,57400809,COC1=C(C=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-])OC,Active,,,,0.68,IC50,=,680,nM
15,136943681,57402570,COC1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.35,IC50,=,350,nM
