PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.74,IC50,=,740,nM
2,103206782,44281455,CC(C1=CC2=C(S1)C=CC=N2)N(C(=O)N)O,Active,,,,0.86,IC50,=,860,nM
3,103248435,10781788,CC(C)(C#CC1=CC=C(O1)OC2=CC=C(C=C2)F)N(C(=O)N)O,Active,,,,0.15,IC50,=,150,nM
4,103248577,9921059,CC(C1=CSC2=CC=CC=C21)N(C(=O)N)O,Active,,,,3.2,IC50,=,3200,nM
5,103248606,10635787,CC(C1=C(C2=CC=CC=C2S1)Cl)N(C(=O)N)O,Active,,,,3.7,IC50,=,3700,nM
6,103248637,10659698,CC(C1=CC2=C(S1)C(=CC=C2)Cl)N(C(=O)N)O,Active,,,,1.5,IC50,=,1500,nM
7,103248677,10613437,C1=CC(=CC=C1OC2=CC=C(O2)C#CCN(C(=O)N)O)F,Active,,,,0.06,IC50,=,60,nM
8,103248678,71460,CC(C#CC1=CC=C(O1)OC2=CC=C(C=C2)F)N(C(=O)N)O,Active,,,,0.07,IC50,=,70,nM
9,103248861,10219499,C1CC(C1)CN(C(=O)N)O,Active,,,,0.9,IC50,=,900,nM
10,103248906,4517796,CC(C1=C(C2=CC=CC=C2S1)OC)N(C(=O)N)O,Active,,,,1.3,IC50,=,1300,nM
11,103248910,4143121,CC(C#CC1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM
12,103248911,10559708,CC(C#CC1=CC=CO1)N(C(=O)N)O,Active,,,,0.9,IC50,=,900,nM
13,103248912,10559707,CC(C#CC1=COC=C1)N(C(=O)N)O,Active,,,,2,IC50,=,2000,nM
14,103248931,19894263,CC(C1CC1C2=CC(=CC=C2)OC3=CC=CC=C3)N(C(=O)N)O,Active,,,,1.1,IC50,=,1100,nM
15,103248933,19894247,C1C(C1C2=CC(=CC=C2)OC3=CC=CC=C3)CN(C(=O)N)O,Active,,,,0.15,IC50,=,150,nM
16,103248946,44301833,CC(C1=CC=C(C=C1)C2=CC=C(C=C2)OC)N(C(=O)N)O,Active,,,,0.59,IC50,=,590,nM
17,103248961,72059,CC(C#CC1=CC(=CC=C1)OC2=CC=C(C=C2)F)N(C(=O)N)O,Active,,,,0.1,IC50,=,100,nM
18,103248973,19894204,CC(C1CC1C2=COC=C2)N(C(=O)N)O,Active,,,,1.2,IC50,=,1200,nM
19,103248989,10634989,CC(C1=CC=C(C=C1)Br)N(C(=O)N)O,Active,,,,0.42,IC50,=,420,nM
20,103248991,10655427,CC1=CC=C(C=C1)C(C)N(C(=O)N)O,Active,,,,1,IC50,=,1000,nM
21,103248992,10375026,CC(C1=CC=CC=C1)N(C(=O)N)O,Active,,,,2.7,IC50,=,2700,nM
22,103248995,10637675,CC(C#CC1=CC(=CC=C1)OC2=CC=CC=C2)N(C(=O)N)O,Active,,,,0.16,IC50,=,160,nM
23,103249032,10487791,CC(C1=CSC=C1)N(C(=O)N)O,Active,,,,2.4,IC50,=,2400,nM
24,103249050,10798098,CC1=CC=C(S1)C(C)N(C(=O)N)O,Active,,,,0.43,IC50,=,430,nM
25,103249057,10660093,CC(C1=CC=C(S1)CC2=CC=CC=C2)N(C(=O)N)O,Active,,,,0.68,IC50,=,680,nM
26,103249066,10754395,CC(C1=CC=C(S1)C2=CC=CS2)N(C(=O)N)O,Active,,,,3.1,IC50,=,3100,nM
27,103249090,44301906,CC(C1=CC=C(S1)/C=C/C2=CC=CC=C2)N(C(=O)N)O,Active,,,,0.71,IC50,=,710,nM
28,103249096,19894214,C1C(C1C2=COC=C2)CN(C(=O)N)O,Active,,,,0.23,IC50,=,230,nM
29,103249097,19894212,CC(C1CC1C2=CC=CO2)N(C(=O)N)O,Active,,,,0.9,IC50,=,900,nM
30,103249099,19894227,C1C(C1C2=CC=CO2)CN(C(=O)N)O,Active,,,,0.97,IC50,=,970,nM
31,103249106,10563513,CC(C1=CC=C(S1)C2=CC=CC=N2)N(C(=O)N)O,Active,,,,4,IC50,=,4000,nM
32,103249107,10801450,CC(C1=CC=C(S1)C2=CC=CC=C2)N(C(=O)N)O,Active,,,,1.4,IC50,=,1400,nM
33,103249112,10608019,C1=CSC=C1/C=C/CN(C(=O)N)O,Active,,,,0.55,IC50,=,550,nM
34,103249120,10511759,CC1=C(SC=C1)CN(C(=O)N)O,Active,,,,1.1,IC50,=,1100,nM
35,103249141,10608595,CC(/C=C/C1=CSC=C1)N(C(=O)N)O,Active,,,,0.85,IC50,=,850,nM
36,103249143,10563147,C1=CC=C(C=C1)C2=CC=C(O2)/C=C/CN(C(=O)N)O,Active,,,,0.12,IC50,=,120,nM
37,103249156,10821903,CC1=C(SC=C1)C(C)N(C(=O)N)O,Active,,,,4.1,IC50,=,4100,nM
38,103249157,10680149,CC1=CC(=C(S1)C)C(C)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM
39,103249161,10706217,C1=CC=C2C(=C1)C3=CC=CC(=C3O2)CN(C(=O)N)O,Active,,,,3.6,IC50,=,3600,nM
40,103249163,10512076,CC(/C=C/C1=COC=C1)N(C(=O)N)O,Active,,,,1.2,IC50,=,1200,nM
41,103249173,10726208,CC(C1=CC=CS1)N(C(=O)N)O,Active,,,,1.8,IC50,=,1800,nM
42,103249174,10495686,CC(C1=CC=C(O1)CC(=O)NCC2=CC=CC=C2)N(C(=O)N)O,Active,,,,5,IC50,=,5000,nM
43,103249180,10726535,CC(/C=C/C1=CC=CO1)N(C(=O)N)O,Active,,,,0.76,IC50,=,760,nM
44,103249189,10538130,CC(C1=CC2=C(S1)SC=C2)N(C(=O)N)O,Active,,,,1.2,IC50,=,1200,nM
45,103249191,10656046,CC1=CC=C(O1)/C=C/C(C)N(C(=O)N)O,Active,,,,0.88,IC50,=,880,nM
46,103249192,10774258,CC1=CC=C(O1)/C=C/CN(C(=O)N)O,Active,,,,0.16,IC50,=,160,nM
47,103249215,10729662,CC(C1=CC2=C(O1)C=CC(=C2)Cl)N(C(=O)N)O,Active,,,,1.6,IC50,=,1600,nM
48,103249243,10797495,C1=COC=C1/C=C/CN(C(=O)N)O,Active,,,,0.44,IC50,=,440,nM
49,103249274,10799877,CC(C1=NC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.52,IC50,=,520,nM
50,103249281,44301972,CC(C1=CC=CC=C1C2=CC=CC3=CC=CC=C32)N(C(=O)N)O,Active,,,,1.4,IC50,=,1400,nM
51,103249282,10802123,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)N(C(=O)N)O,Active,,,,0.14,IC50,=,140,nM
52,103249294,10607231,CC1=CC=C(O1)CN(C(=O)N)O,Active,,,,2.1,IC50,=,2100,nM
53,103249295,10755909,CC(C1=CC=C(O1)COCC2=CC=CC=C2)N(C(=O)N)O,Active,,,,0.1,IC50,=,100,nM
54,103249296,10561299,CCOCC1=CC=C(O1)C(C)N(C(=O)N)O,Active,,,,3.7,IC50,=,3700,nM
55,103249317,10514629,CC(C1=CC=C(O1)C2=CC=CC=N2)N(C(=O)N)O,Active,,,,3.4,IC50,=,3400,nM
56,103249322,10847997,CC(C1=CC=C(O1)C2=CC=CC=C2)N(C(=O)N)O,Active,,,,1.4,IC50,=,1400,nM
57,103249323,10487728,CC1=CC=C(O1)C(C)N(C(=O)N)O,Active,,,,0.94,IC50,=,940,nM
58,103249326,10607535,CC1=CC(=CO1)C(C)N(C(=O)N)O,Active,,,,0.48,IC50,=,480,nM
59,103249350,10513430,CCCCC1=CC=C(O1)C(C)N(C(=O)N)O,Active,,,,0.2,IC50,=,200,nM
60,103249354,10827210,CC1=CC(=C(C(=C1)C)C2=CC=C(O2)C(C)N(C(=O)N)O)C,Active,,,,1.6,IC50,=,1600,nM
61,103249355,10823449,C1=CC=C(C=C1)C2=CC=C(O2)CN(C(=O)N)O,Active,,,,0.6,IC50,=,600,nM
62,103249356,10684287,C1=CC=C(C=C1)OC2=CC=CC(=C2)C#CCN(C(=O)N)O,Active,,,,0.06,IC50,=,60,nM
63,103249360,10754558,CC(C1=CC2=C(S1)C=CC=C2Cl)N(C(=O)N)O,Active,,,,2.5,IC50,=,2500,nM
64,103249380,10798906,CC(C1=CC2=CC=CC=C2N1)N(C(=O)N)O,Active,,,,1.5,IC50,=,1500,nM
65,103249397,10725868,C1CCC(CC1)CN(C(=O)N)O,Active,,,,0.9,IC50,=,900,nM
66,103249403,10534946,C1CCC(C1)CN(C(=O)N)O,Active,,,,0.7,IC50,=,700,nM
67,103249538,44302098,C1=CC=C(C=C1)SC2=C(SC3=CC=CC=C32)CN(C(=O)N)O,Active,,,,0.64,IC50,=,640,nM
68,103249541,10725595,C1=COC(=C1)CN(C(=O)N)O,Active,,,,1.8,IC50,=,1800,nM
69,103249542,130007,CC(C1=COC=C1)N(C(=O)N)O,Active,,,,2.1,IC50,=,2100,nM
