PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,136921714,56968616,CSC1=CC=C(C=C1)COCC#CC(C2=CC=C(C=C2)F)O,Unspecified,,,,22,GI50,=,22000,nM
2,136925012,56968391,CSC1=CC=C(C=C1)COCC#CC(C2=CC=C(C=C2)C#N)O,Unspecified,,,,71,GI50,=,71000,nM
3,136941261,56968390,COC1=CC(=CC(=C1OC)OC)C(C#CCOCC2=CC=C(C=C2)SC)O,Unspecified,,,,100,GI50,=,100000,nM
4,136941262,56968615,CSC1=CC=C(C=C1)COCC#CC(C2=CC(=CC=C2)[N+](=O)[O-])O,Unspecified,,,,88,GI50,=,88000,nM
5,136941263,56968617,CC(C)C1=CC=C(C=C1)C(C#CCOCC2=CC=C(C=C2)SC)O,Unspecified,,,,12,GI50,=,12000,nM
