PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,194182837,25187677,CC1(C=CC2=C(C=C(C=C2O1)/C=C/C3=CC=C(C=C3)O)O)C,Unspecified,,,,10,IC50,>,10000,nM
2,440127163,155521907,CC(=CCC1=C(C2=C(C=C1O)OC(CC2)(C)C)/C=C\C3=CC=C(C=C3)O)C,Active,,,,4.9,IC50,=,4900,nM
3,440132436,155525363,CC(=CCC1=C(C=CC(=C1)/C=C/C2=CC(=CC(=C2)OC)OC)OC)C,Unspecified,,,,10,IC50,>,10000,nM
4,440135835,155527560,CC(=CCC1=C(C=CC(=C1)/C=C\C2=CC(=CC(=C2)OC)OC)OC)C,Unspecified,,,,10,IC50,>,10000,nM
5,440139426,5281724,CC(=CCC1=C(C=C(C=C1O)/C=C/C2=C(C=C(C=C2)O)O)O)C,Unspecified,,,,10,IC50,>,10000,nM
6,440141416,25141098,CC(=CCC1=C(C(=C(C=C1O)O)CC=C(C)C)/C=C/C2=CC=C(C=C2)O)C,Unspecified,,,,12.8,IC50,=,12800,nM
7,440154588,155539368,CC(C)(C=C)C1=C(C=CC(=C1)/C=C/C2=CC(=CC(=C2)OC)OC)OC,Unspecified,,,,10,IC50,>,10000,nM
8,440155776,155539896,CC(=CCC1=C(C(=C(C=C1O)O)CC=C(C)C)/C=C/C2=CC(=C(C=C2)OC)O)C,Active,,,,3.9,IC50,=,3900,nM
9,440158505,132603679,CC(=CCC1=C(C2=C(C=C1O)OC(CC2)(C)C)/C=C/C3=CC(=C(C=C3)OC)O)C,Active,,,,3.3,IC50,=,3300,nM
10,440158930,155541296,CC(=CCC1=C(C2=C(C=C1O)OC(C(C2)O)(C)C)/C=C/C3=CC=C(C=C3)OC)C,Active,,,,1.8,IC50,=,1800,nM
11,440195089,132603681,CC(=CCC1=C(C(=C(C=C1O)O)CC=C(C)C)/C=C/C2=CC=C(C=C2)OC)C,Active,,,,2.7,IC50,=,2700,nM
