PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103359707,10679375,C1CN(NC(=O)N1)C2=CC(=CC=C2)F,Unspecified,,,,108,Cmax,=,108000,nM
2,103360526,10492504,CC1CN(NC(=O)N1)C2=CC=CC(=C2)C3=CC=CS3,Active,,,,1,Cmax,=,1000,nM
3,103360539,10679286,CC1=NC(=CC=C1)N2CCNC(=O)N2,Unspecified,,,,99,Cmax,=,99000,nM
4,103360563,10655855,CC1CN(NC(=O)N1)C2=CC=CC(=C2)C,Unspecified,,,,44,Cmax,=,44000,nM
5,103360564,10799651,CCCCC1CN(NC(=O)N1)C2=CC=CC=C2,Active,,,,8,Cmax,=,8000,nM
6,103360566,10563230,C1CN(NC(=O)N1)C2=CC=CC(=C2)C3=CC=CS3,Active,,,,3,Cmax,=,3000,nM
7,103360596,10059051,C1CN(NC(=O)N1)C2=NC(=CC=C2)Cl,Unspecified,,,,122,Cmax,=,122000,nM
8,103360614,10726964,CC1CN(NC(=O)N1)C2=CC=CC(=N2)C,Unspecified,,,,125,Cmax,=,125000,nM
9,103360625,10588079,CC1CN(NC(=O)N1)C2=CC(=CC=C2)Br,Unspecified,,,,26,Cmax,=,26000,nM
10,103360626,10751689,CC1CN(NC(=O)N1)C2=CC(=CC=C2)Cl,Unspecified,,,,31,Cmax,=,31000,nM
11,103360669,10513206,C1CN(NC(=O)N1)C2=CC(=CC=C2)[N+](=O)[O-],Unspecified,,,,62,Cmax,=,62000,nM
12,103360750,10702459,C1CN(NC(=O)N1)C2=CC=CC=N2,Unspecified,,,,184,Cmax,=,184000,nM
13,103360757,10798287,CC1(CN(NC(=O)N1)C2=CC=CC=C2)C,Unspecified,,,,20,Cmax,=,20000,nM
14,103360758,10726380,CC1CN(NC(=O)N1)C2=CC=CC=C2,Unspecified,,,,141,Cmax,=,141000,nM
15,103360759,10750265,C1CN(NC(=O)N1)C2=CC=CC(=C2)N,Unspecified,,,,95,Cmax,=,95000,nM
16,103360765,10826834,C1CN(NC(=O)N1)C2=CC(=CC=C2)OCC3=CC=CC=C3,Active,,,,2.5,Cmax,=,2500,nM
17,103360766,10797791,CC1=CC=CC=C1N2CCNC(=O)N2,Unspecified,,,,78,Cmax,=,78000,nM
18,103360767,10822398,C1CN(NC(=O)N1)C2=CC(=CC=C2)Cl,Unspecified,,,,59,Cmax,=,59000,nM
19,103360827,10513083,CC(C)C1CN(NC(=O)N1)C2=CC=CC=C2,Unspecified,,,,48,Cmax,=,48000,nM
20,103360828,10726930,CCC1CN(NC(=O)N1)C2=CC=CC=C2,Unspecified,,,,59,Cmax,=,59000,nM
21,103360907,10488467,CCC1=CC(=CC=C1)N2CCNC(=O)N2,Unspecified,,,,32,Cmax,=,32000,nM
22,103360941,10729840,CC1CN(NC(=O)N1)C2=CC=CC(=C2)C3=CC=CO3,Active,,,,7,Cmax,=,7000,nM
23,103360942,10658954,C1CN(NC(=O)N1)C2=CC=CC(=C2)C3=CSC=C3,Active,,,,2,Cmax,=,2000,nM
24,103360943,10799690,C1CN(NC(=O)N1)C2=NC3=CC=CC=C3S2,Unspecified,,,,123,Cmax,=,123000,nM
25,103360978,10633035,CC1CN(NC(=O)N1)C2=NC(=CC=C2)Cl,Unspecified,,,,48,Cmax,=,48000,nM
26,103360979,10655964,COC1=CC=CC(=N1)N2CCNC(=O)N2,Unspecified,,,,101,Cmax,=,101000,nM
27,103360991,10130205,C1CN(NC(=O)N1)C2=CC=CC=C2,Unspecified,,,,130,Cmax,=,130000,nM
28,103360996,10798630,C1CN(NC(=O)N1)C2=CC(=CC(=C2)F)F,Unspecified,,,,64,Cmax,=,64000,nM
29,103360997,10607736,CC1=CC=C(C=C1)N2CCNC(=O)N2,Unspecified,,,,105,Cmax,=,105000,nM
30,103361005,10443576,CSC1=CC=CC(=C1)N2CCNC(=O)N2,Unspecified,,,,26,Cmax,=,26000,nM
31,103361022,10655329,CC1=CC(=CC=C1)N2CCNC(=O)N2,Unspecified,,,,98,Cmax,=,98000,nM
32,103361023,10634792,C1CN(NC(=O)N1)C2=CC(=CC=C2)Br,Unspecified,,,,35,Cmax,=,35000,nM
33,103361024,10774620,CC1=CC(=CC(=C1)N2CCNC(=O)N2)C,Unspecified,,,,20,Cmax,=,20000,nM
34,103361070,10560255,COC1=CC=CC(=C1)N2CCNC(=O)N2,Unspecified,,,,72,Cmax,=,72000,nM
35,103361071,10824250,C1CN(NC(=O)N1)C2=CC=CC(=C2)C(F)(F)F,Unspecified,,,,24,Cmax,=,24000,nM
36,103361105,10822291,CC1CN(NC(=O)N1)C2=CC(=CC=C2)F,Unspecified,,,,70.2,Cmax,=,70200,nM
37,103361407,10513218,CC1CN(NC(=O)N1)C2=NC(=CC=C2)OC,Unspecified,,,,85,Cmax,=,85000,nM
38,103361435,10704537,C1CN(NC(=O)N1)C2=CC3=CC=CC=C3N=C2,Unspecified,,,,58,Cmax,=,58000,nM
39,103361436,10801476,C1CN(NC(=O)N1)C2=C3C=CC(=CC3=NC=C2)Cl,Unspecified,,,,85,Cmax,=,85000,nM
40,103361438,10849702,CC1CN(NC(=O)N1)C2=NC(=CC=C2)Br,Unspecified,,,,21,Cmax,=,21000,nM
41,103361454,10587216,C1CN(NC(=O)N1)C2=NC(=CC=C2)Br,Unspecified,,,,79,Cmax,=,79000,nM
