PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103179981,10348803,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC(C)C(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.02,IC50,=,20,nM
2,103179982,10054908,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CC(=O)N(C)C(C)C(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.3,IC50,=,300,nM
3,103179983,9986780,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCN(C(C)C(=O)O)C(=O)C)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.9,IC50,=,900,nM
4,103179984,10258201,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCNC(C)C(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,4,IC50,=,4000,nM
5,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.022,IC50,=,22,nM
6,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.15,IC50,=,150,nM
7,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.08,IC50,=,80,nM
8,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.013,IC50,=,13,nM
9,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.008,IC50,=,8,nM
10,103180010,10393783,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)COCCC(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.25,IC50,=,250,nM
11,103180012,10394023,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSCCC(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.055,IC50,=,55,nM
12,103180014,10259199,CCC(C(=O)NS(=O)(=O)C)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.02,IC50,=,20,nM
13,103180043,10484776,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC(C)C(=O)NS(=O)(=O)C)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.022,IC50,=,22,nM
14,103180048,10100308,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOCCC(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.105,IC50,=,105,nM
15,103180050,10326828,CC[C@H](CSCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6)C(=O)O,Active,,,,0.12,IC50,=,120,nM
16,103180137,10438989,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC(C)CC(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.07,IC50,=,70,nM
17,103180138,10461840,CC[C@@H](CSCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6)C(=O)O,Active,,,,0.04,IC50,=,40,nM
18,103180154,10031902,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC(C)(C)C(=O)O)S1)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.05,IC50,=,50,nM
