PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,1.3,IC50,=,1300,nM
2,504809212,172449707,CC1=C(C2=C(C=C1)[C@@H]([C@H](OC2=O)[C@H](C)CC3=COC(=N3)C(=C)C/C=C\C=C/CC/C=C/CN(C)C(=O)/C=C(\C)/OC)O)O,Active,,,,2.5,IC50,=,2500,nM
3,504815383,71530062,CC1=C(C2=C(C=C1)[C@@H]([C@H](OC2=O)[C@H](C)CC3=COC(=N3)[C@H](C)C/C=C\C=C/CC/C=C/CN(C)C(=O)/C=C(\C)/OC)O)O,Active,,,,1.6,IC50,=,1600,nM
4,504819637,134996999,C/C(=C\C(=O)N(C)C/C=C/CC/C=C\C=C/CC(=C)C1=NC=CO1)/OC,Unspecified,,,,30,IC50,>,30000,nM
5,504825622,172461066,C[C@@H]1CC[C@H]([C@@H](C1)O)[C@@H](C)CC2=COC(=N2)C(=C)C/C=C\C=C/CC/C=C/CN(C)C(=O)/C=C(\C)/OC,Active,,,,5.2,IC50,=,5200,nM
