PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103414815,10386055,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.06,IC50,=,60,nM
2,103414816,11269914,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)SC)F,Active,,,,0.072,IC50,=,72,nM
3,103414847,11315837,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)O)F,Unspecified,,,,1,IC50,>,1000,nM
4,103414865,11487048,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)NC)F,Active,,,,0.28,IC50,=,280,nM
5,103414866,9931329,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)N)F,Active,,,,0.34,IC50,=,340,nM
6,103414884,11774961,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)N(C)C)F,Active,,,,0.81,IC50,=,810,nM
7,103415188,11362777,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)S(=O)(=O)C)F,Unspecified,,,,1,IC50,>,1000,nM
8,103415570,11164952,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)O)F,Unspecified,,,,1,IC50,>,1000,nM
9,103415600,11269805,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)C)F,Active,,,,0.13,IC50,=,130,nM
10,103415630,11339601,CCOC(=O)C1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC=C(C=C3)N4C=CN=C4C,Active,,,,0.2,IC50,=,200,nM
11,103415631,11304929,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)S(=O)C)F,Unspecified,,,,1,IC50,>,1000,nM
12,103415658,11350397,CCOC1(CCOCC1)C2=CC(=CC(=C2)F)OCC3=CC=C(C=C3)N4C=CN=C4C,Active,,,,0.08,IC50,=,80,nM
