PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.05,IC50,=,50,nM,
2,103340697,,,Active,,,,3.9,IC50,=,3900,nM,
3,103361640,6474893,COC1=C(C=CC(=C1)/C=C/C(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,Active,,,,5.2,IC50,=,5200,nM,
4,103445710,135494223,COC1=C(C=CC(=C1)/C=C/C2=CC(=NN2)/C=C/C3=CC(=C(C=C3)O)OC)O,Active,,,,0.7,IC50,=,700,nM,
5,103578718,10449221,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2NC(=N4)C5=CC=CC=C5Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
6,103579966,54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
7,174497660,136244569,COC1=C(C=CC(=C1)/C=C/C2=CC(=NN2)C3=CC(=C(C=C3)O)OC)O,Active,,,,1.9,IC50,=,1900,nM,
8,174501778,71725229,CC(C)CCC1=C(C(=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C(=C2)OC)O)CCC(C)C)OC)O,Active,,,,2.9,IC50,=,2900,nM,
9,174522330,73356550,CC(=CCC1=C(C(=CC(=C1)/C=C/C(=O)/C=C/C2=CC(=C(C(=C2)OC)O)CC=C(C)C)OC)O)C,Active,,,,1.7,IC50,=,1700,nM,
10,242648995,71571581,COC1=C(C(=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C(=C2)F)O)OC)F)O,Active,,,,10,IC50,=,10000,nM,
11,242648996,90644814,COC1=C(C(=CC(=C1)/C=C/C(=O)/C=C/C2=CC(=C(C(=C2)F)O)OC)F)O,Active,,,,8.1,IC50,=,8100,nM,
12,242649251,68815772,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)C2=CC(=C(C=C2)O)OC)O,Active,,,,9.9,IC50,=,9900,nM,
13,242649252,90644815,CC(CCC1=C(C(=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C(=C2)OC)O)CCC(C)C)OC)O)C,Unspecified,,,,80.2,IC50,=,80200,nM,
14,242649253,136504263,CC(=CCC1=C(C(=CC(=C1)/C=C/C2=CC(=NN2)/C=C/C3=CC(=C(C(=C3)OC)O)CC=C(C)C)OC)O)C,Active,,,,0.8,IC50,=,800,nM,
