PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,1.1,IC50,=,1100,nM
2,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.003,IC50,=,3,nM
3,103190230,9803993,C1C2COC(O2)CC1(C3=CC=CC(=N3)COC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.0016,IC50,=,1.6,nM
4,103311535,10646090,C1COCCC1(C2=CN=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.01,IC50,=,10,nM
5,103311779,10502533,C1COCCC1(C2=CC(=NC=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.0035,IC50,=,3.5,nM
6,103311787,11796680,C1COCCC1(C2=CC=CC(=N2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.0006,IC50,=,0.6,nM
7,103311788,10574430,C1COCCC1(C2=NC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.005,IC50,=,5,nM
8,103312133,44329500,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.003,IC50,=,3,nM
9,103312134,10598842,C1COCCC1(C2=NC(=CS2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.009,IC50,=,9,nM
10,103312162,10576564,C1COCCC1(C2=CC3=C(C=C2)C=CC(=N3)COC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.044,IC50,=,44,nM
11,103312369,44329616,C1C2COC(O2)CC1(C3=NC(=CC=C3)OCC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.0031,IC50,=,3.1,nM
12,103312711,42609834,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.002,IC50,=,2,nM
