PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103644917,11978569,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SC(C3=CC=CC4=CC=CC=C43)C(=O)O)Cl)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
2,103747833,46885478,C1=CC=C2C=C(C=CC2=C1)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,2.9,IC50,=,2900,nM,
3,103747899,46885522,CC(C)C1=CC=C(C=C1)NC2=CC(=NC(=N2)SC(C3=CC=CC4=CC=CC=C43)C(=O)O)Cl,Active,,,,5.8,IC50,=,5800,nM,
4,103747960,46885552,C1=CC=C2C(=C1)C=CC=C2C(C(=O)O)SC3=NC(=CC(=N3)Cl)NC4=CC(=CC=C4)Cl,Active,,,,5,IC50,=,5000,nM,
5,103747961,46885553,C1=CC=C2C(=C1)C=CC=C2C(C(=O)O)SC3=NC(=CC(=N3)Cl)NC4=CC=C(C=C4)Cl,Active,,,,8.9,IC50,=,8900,nM,
6,103748031,46885591,C1CC2=C(C1)C=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,4.2,IC50,=,4200,nM,
7,103748098,46866190,CC1=C(C=C(C=C1)NC2=CC(=NC(=N2)SC(C3=CC=CC4=CC=CC=C43)C(=O)O)Cl)C,Active,,,,8.5,IC50,=,8500,nM,
8,124957092,51346790,CC(C)(C)C1=CC(=CC(=C1)NC2=CC(=NC(=N2)SC(C3=CC=CC4=CC=CC=C43)C(=O)O)Cl)C(C)(C)C,Active,,,,1.9,IC50,=,1900,nM,
9,124957094,53317142,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,3,IC50,=,3000,nM,
10,124959755,51346789,C1=CC=C(C=C1)C2=CC=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,2.3,IC50,=,2300,nM,
11,124959756,53318433,C1=CC=C2C(=C1)C=CC=C2C(C(=O)O)SC3=NC(=CC(=N3)Cl)NC4=CC=C(C=C4)C5=CC=C(C=C5)C#N,Active,,,,2.3,IC50,=,2300,nM,
12,124962362,53319766,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,3.1,IC50,=,3100,nM,
13,124964942,53321057,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC4=CC(=NC(=N4)SC(C5=CC=CC6=CC=CC=C65)C(=O)O)Cl,Active,,,,1.6,IC50,=,1600,nM,
14,124972903,53325026,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,5.2,IC50,=,5200,nM,
15,124972904,53325027,C1=CC=C(C=C1)CC2=CC=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,2.2,IC50,=,2200,nM,
16,124975518,53326328,C1=CC=C(C=C1)C2=CC(=CC=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,5,IC50,=,5000,nM,
17,124975519,53326329,C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=NC(=N3)SC(C4=CC=CC5=CC=CC=C54)C(=O)O)Cl,Active,,,,2,IC50,=,2000,nM,
