PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.2,IC50,=,200,nM,
2,103606390,16753427,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,34,IC50,=,34000,nM,
3,103606391,24971276,CCCCCCC(C(=O)OCC)SC1=NC(=CC(=N1)Cl)NC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,19,IC50,=,19000,nM,
4,103606392,16753475,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)OC2=CC3=C(C=C2)N=CC=C3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,103606470,24971277,CCCCCCC(C(=O)OCC)SC1=NC(=CC(=N1)Cl)OC2=CC3=C(C=C2)N=CC=C3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
6,103606471,16753431,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NCC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,31,IC50,=,31000,nM,
7,103606472,24971278,CCCCCCC(C(=O)OCC)SC1=NC(=CC(=N1)Cl)NCC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,37,IC50,=,37000,nM,
