PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,381837026,137631727,COC1=CC(=O)C(=C(C1=O)C(CCCCCCCCCO)O)OC,Active,,,,1.46,IC50,=,1460,nM
2,381838635,137632811,CC(=O)OC(CCCCCCCCCO)C1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,0.49,IC50,=,490,nM
3,381840793,137634225,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCO,Active,,,,0.22,IC50,=,220,nM
4,381846078,71394041,CCCCCCCCCCCCCC1=C(C(=CC(=C1O)OC)O)O,Active,,,,0.29,IC50,=,290,nM
5,381854066,137643130,CCCCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.06,IC50,=,60,nM
6,381854536,137643442,COC1=CC(=O)C(=C(C1=O)CCCCCCCCCCCO)OC,Active,,,,1.51,IC50,=,1510,nM
7,381854937,137643716,CCCCCCCCCCCCCC1=C(C(=CC(=C1O)OC)O)OC,Active,,,,0.26,IC50,=,260,nM
8,381865655,137650981,COC1=CC(=O)C(=C(C1=O)CCCCCCCCCCO)OC,Active,,,,1.75,IC50,=,1750,nM
9,381866535,137651602,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCCCO,Active,,,,1.08,IC50,=,1080,nM
10,381868552,137652930,COC1=CC(=O)C(=C(C1=O)CCCCCCCCO)OC,Active,,,,1.84,IC50,=,1840,nM
11,381869881,137653836,COC1=CC(=O)C(=O)C(=C1OC)CCCCCCCCCCCO,Active,,,,1.96,IC50,=,1960,nM
12,381870816,137654468,CCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.1,IC50,=,100,nM
13,381881366,137658121,CCCCCCCCCCCCC1=C(C(=CC(=C1OC)OC)O)O,Active,,,,0.24,IC50,=,240,nM
