PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,2,IC50,=,2000,nM
2,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.5,IC50,=,500,nM
3,103187126,132306,CN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.08,IC50,=,80,nM
4,103312133,44329500,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.15,IC50,=,150,nM
5,103312711,42609834,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.01,IC50,=,10,nM
6,103361137,44351548,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=CC=CC=C5)O,Active,,,,0.1,IC50,=,100,nM
7,103361223,44351588,CC(C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5)OC,Unspecified,,,,1,IC50,>,1000,nM
8,103361233,9847369,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.14,IC50,=,140,nM
9,103361235,44351593,CN1N=C(N=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=COC=C6,Active,,,,0.08,IC50,=,80,nM
10,103361236,44351594,CC(C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5)O,Active,,,,0.675,IC50,=,675,nM
11,103361265,44351604,COCC1=CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)C4(CCOCC4)O)C(=C1)C5=CC=CC=C5,Active,,,,0.2,IC50,=,200,nM
12,103361269,44351606,CN1C(=NN=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=CC=CC=C6,Unspecified,,,,10,IC50,>,10000,nM
13,103361270,44351607,C1C2C=CC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Unspecified,,,,3,IC50,>,3000,nM
14,103361273,44351608,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Active,,,,0.54,IC50,=,540,nM
15,103361278,9890796,COC(=O)C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5,Active,,,,0.1,IC50,=,100,nM
16,103361280,44351609,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=C(C=C6)Cl)O,Unspecified,,,,3,IC50,>,3000,nM
17,103361292,44351616,CC1CC(CC(O1)C)(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.9,IC50,=,900,nM
18,103361295,44351618,C1CC2CC(CC1O2)(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Active,,,,1,IC50,=,1000,nM
19,103361306,44351622,CC(=O)C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5,Active,,,,0.09,IC50,=,90,nM
20,103361309,44351624,CCC1=CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)C4(CCOCC4)O)C(=C1)C5=CC=CC=C5,Unspecified,,,,1,IC50,>,1000,nM
21,103361350,44351638,CC1(C2=C(C=C3C=C(C=CC3=C2C4=CC=CC=C4)OCC5=CC(=CC=C5)C6(CCOCC6)O)C(=O)O1)C,Unspecified,,,,3,IC50,>,3000,nM
22,103361364,44351644,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(C(OC5=O)O)C(=C4C=C3)C6=CC=CC=C6)O,Unspecified,,,,3,IC50,>,3000,nM
23,103361371,44351647,C1COC(CC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O)O,Active,,,,1.6,IC50,=,1600,nM
24,103361380,44351654,CC1C2=C(C=C3C=C(C=CC3=C2C4=CC=CC=C4)OCC5=CC(=CC=C5)C6(CCOCC6)O)C(=O)O1,Unspecified,,,,3,IC50,>,3000,nM
25,103361395,44351659,CN1N=C(N=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=CC=CC=C6,Active,,,,0.31,IC50,=,310,nM
26,103361456,44351693,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C(=O)C6=CN=CC=C6)O,Active,,,,0.37,IC50,=,370,nM
27,103361505,15283095,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CO6)O,Active,,,,0.45,IC50,=,450,nM
28,103361540,15283094,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CN=CC=C6)O,Active,,,,1.2,IC50,=,1200,nM
29,103361541,44351721,COC1=CC=CC(=C1)C2=C3C=CC(=CC3=CC4=C2COC4=O)OCC5=CC(=CC=C5)C6(CCOCC6)O,Active,,,,0.26,IC50,=,260,nM
30,103361570,44351729,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=COC=C7)O,Active,,,,0.18,IC50,=,180,nM
31,103361570,44351729,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=COC=C7)O,Active,,,,2.1,IC50,=,2100,nM
32,103361572,15283097,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CSC=C6)O,Active,,,,0.05,IC50,=,50,nM
33,103361573,15283092,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=COC=C6)O,Active,,,,0.1,IC50,=,100,nM
34,103361625,44351741,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6Cl)O,Active,,,,1.1,IC50,=,1100,nM
35,103361627,44351742,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6F)O,Active,,,,1.8,IC50,=,1800,nM
36,103361667,44351758,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=CC=CC=C5)C6=NNN=N6)O,Unspecified,,,,3,IC50,>,3000,nM
37,103361687,44351768,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=C(C=C6)F)O,Active,,,,0.41,IC50,=,410,nM
38,103361711,44351777,COC1CC(CCO1)(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.12,IC50,=,120,nM
39,103361759,44351793,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C(=O)C6=CC=CC=C6)O,Active,,,,0.2,IC50,=,200,nM
40,103361760,44351794,CC1(COC(=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=COC=C6)C,Active,,,,2.9,IC50,=,2900,nM
41,103361801,44351812,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)CC5=NC=CS5)C6=COC=C6)O,Active,,,,0.66,IC50,=,660,nM
42,103361803,44351813,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C(=O)C6=NC=CS6)O,Active,,,,0.13,IC50,=,130,nM
43,103361818,44351822,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C6=NCCS6)O,Active,,,,0.075,IC50,=,75,nM
44,103361929,44351863,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C6=NCCO6)O,Active,,,,0.05,IC50,=,50,nM
45,103361937,44351867,C1COC(=O)CC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Unspecified,,,,3,IC50,>,3000,nM
