PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.002,IC50,=,2,nM
2,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.0038,IC50,=,3.8,nM
3,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.016,IC50,=,16,nM
4,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.0048,IC50,=,4.8,nM
5,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.0018,IC50,=,1.8,nM
6,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.001,IC50,=,1,nM
