PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,131278847,295563,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C,Active,,,,4.5,IC50,=,4500,nM
2,404695351,145978927,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)CC(=O)O,Active,,,,3.4,IC50,=,3400,nM
3,404695929,145979296,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=COC=C3)C4=CC=C(C=C4)C(=O)O,Active,,,,8.4,IC50,=,8400,nM
4,404696723,145979828,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)CCC(=O)O,Active,,,,1.8,IC50,=,1800,nM
5,404697158,145980102,CCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,4,IC50,=,4000,nM
6,404698121,145980727,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)C(=O)O,Active,,,,3.5,IC50,=,3500,nM
7,404698606,145981036,COC1=CC=CC(=C1)CN(C2=CC=C(C=C2)C(=O)O)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,1.3,IC50,=,1300,nM
8,404699113,145981376,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,0.5,IC50,=,500,nM
9,404700292,145982139,C1CCC(CC1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4,Active,,,,2.6,IC50,=,2600,nM
10,404700609,145982329,C1=CC=C(C=C1)COC2=CC=C(C=C2)CN(C3=CC=C(C=C3)C(=O)O)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,0.5,IC50,=,500,nM
11,404701847,145983185,CC(C)(C)C1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)C(=O)C3=CC=C(C=C3)C(C)(C)C,Active,,,,0.7,IC50,=,700,nM
12,404705961,145986097,CC(C)(C)C1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,0.3,IC50,=,300,nM
13,404706353,145986374,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC=CS3)C4=CC=C(C=C4)C(=O)O,Active,,,,4.4,IC50,=,4400,nM
14,404706953,145986782,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4N=C3)C5=CC=C(C=C5)C(=O)O,Active,,,,2.1,IC50,=,2100,nM
15,404707576,145987188,C1OC2=C(O1)C=C(C=C2)CN(C3=CC=C(C=C3)C(=O)O)S(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,3.2,IC50,=,3200,nM
16,404707773,145987315,CC1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,1,IC50,=,1000,nM
17,404708405,145987714,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(CC3=CC(=CC=C3)OC4=CC=CC=C4)C5=CC=C(C=C5)C(=O)O,Active,,,,0.3,IC50,=,300,nM
18,404711272,145989549,C1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,3.3,IC50,=,3300,nM
19,404712436,145990280,C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)N(CC3=CC(=CC=C3)OC4=CC=CC=C4)C5=CC=C(C=C5)C(=O)O,Active,,,,0.8,IC50,=,800,nM
20,404714390,145991533,C1CCC(CC1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,3.2,IC50,=,3200,nM
21,404715135,145992031,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)C(=O)O,Active,,,,1.1,IC50,=,1100,nM
22,404715428,145992217,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC3=CC=CC=C3C=C2)C4=CC=C(C=C4)C(=O)O,Active,,,,4.8,IC50,=,4800,nM
23,404715888,145992502,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)C(=O)O,Active,,,,1.7,IC50,=,1700,nM
24,404717040,145993245,C1COC2=C(O1)C=CC(=C2)CN(C3=CC=C(C=C3)C(=O)O)S(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,1.1,IC50,=,1100,nM
25,404717107,145993288,CC(C)(C)C#CC1=CC=C(C=C1)C(=O)N(CC2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)C(=O)O,Active,,,,0.9,IC50,=,900,nM
26,404717233,145993375,C1=CC=C(C=C1)COC2=CC=CC(=C2)CN(C3=CC=C(C=C3)C(=O)O)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,0.4,IC50,=,400,nM
27,404717602,145993587,CCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,1.5,IC50,=,1500,nM
28,404718671,145994201,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=C(C=C2)Cl)Cl)C3=CC=C(C=C3)C(=O)O,Active,,,,2.4,IC50,=,2400,nM
