PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,4.2,IC50,=,4200,nM,
2,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Active,,,,1.1,IC50,=,1100,nM,
3,103298368,23672584,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)[O-].[Na+],Active,,,,0.108,IC50,=,108,nM,
4,103694030,16224456,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC=CC=N3)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)CC(C)(C)C(=O)O,Active,,,,0.149,IC50,=,149,nM,
5,136923075,56849699,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4N=C3)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Active,,,,0.456,IC50,=,456,nM,
6,136923076,56849840,CC1=CC2=C(C=C1)N=C(C=C2)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
7,136923082,16223458,CCC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Active,,,,1.39,IC50,=,1390,nM,
8,136923083,56850116,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC=C(C=C3)OC)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)CC(C)(C)C(=O)O,Active,,,,0.652,IC50,=,652,nM,
9,136923084,56850118,CC1=CN=C(C=N1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Active,,,,0.281,IC50,=,281,nM,
10,136923085,56850254,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=C(C=CC=N5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
11,136923086,56850525,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC=C(C=C5)F,Active,,,,0.075,IC50,=,75,nM,
12,136923732,46235580,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC=C(C=N5)OC,Active,,,,0.081,IC50,=,81,nM,
13,136926340,16225869,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Active,,,,0.194,IC50,=,194,nM,
14,136926341,16226272,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(C=C3)C=C(C=C4)F)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Active,,,,0.289,IC50,=,289,nM,
15,136926346,56849973,CC1=C(N=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)C,Active,,,,0.225,IC50,=,225,nM,
16,136926347,56850119,CC1=CC(=NO1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
17,136926348,44473151,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,Active,,,,0.076,IC50,=,76,nM,
18,136929505,56849843,CC1=C(N=CC=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
19,136929510,56850522,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC=C(C=C5)C(F)(F)F,Active,,,,0.202,IC50,=,202,nM,
20,136929511,44538088,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=[N+](C=C(C=C5)C)[O-])C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,Active,,,,1.394,IC50,=,1394,nM,
21,136929512,56850393,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)C(=O)CC(C)(C)C,Active,,,,2,IC50,=,2000,nM,
22,136929513,56850394,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)C(=O)CC6=CC=CC=C6,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
23,136932783,56850252,CC1=CC(=NN1C)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
