PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103243059,10066564,C1CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Active,,,,1.6,IC50,=,1600,nM
2,103243060,9977036,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=CC=C3)C4=CC=C(C=C4)Cl)C,Active,,,,5.2,IC50,=,5200,nM
3,103243135,14027424,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=CC=C3)C4=CC=CC=C4)C,Active,,,,4,IC50,=,4000,nM
4,103243188,133021,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C,Active,,,,0.18,IC50,=,180,nM
5,103243230,10001818,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4)C,Active,,,,1.7,IC50,=,1700,nM
6,103243231,10456343,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=C(C(=C(C=C3)Cl)Cl)Cl)C4=CC=CC=C4)C,Active,,,,1.8,IC50,=,1800,nM
7,103243253,10250530,CC(=O)NC1=CC=C(C=C1)C2=C(N3CC(CC3=C2C4=CC=CC=C4)(C)C)CC(=O)O,Active,,,,10,IC50,=,10000,nM
8,103243254,10089981,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)O)C4=CC=CC=C4)C,Active,,,,7.7,IC50,=,7700,nM
9,103243275,10045902,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4)C,Active,,,,1.5,IC50,=,1500,nM
10,103243307,10362121,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)OC)C4=CC=CC=C4)C,Active,,,,0.24,IC50,=,240,nM
11,103243340,10406409,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)F)C4=CC=CC=C4)C,Unspecified,,,,10,IC50,>,10000,nM
12,103243341,10428621,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)N)C4=CC=CC=C4)C,Active,,,,6,IC50,=,6000,nM
13,103243356,10093199,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=C(C=CC(=C3)Cl)Cl)C4=CC=CC=C4)C,Active,,,,4.3,IC50,=,4300,nM
14,103243357,9979149,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=C(C=C(C=C3)Cl)Cl)C4=CC=CC=C4)C,Active,,,,2.1,IC50,=,2100,nM
15,103243358,10317610,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=CC=C4)C,Active,,,,1.7,IC50,=,1700,nM
16,103243359,10478249,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)OC4=CC=CC=C4)C5=CC=CC=C5)C,Active,,,,1.6,IC50,=,1600,nM
17,103243409,10341007,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)C(C)(C)C)C4=CC=CC=C4)C,Active,,,,0.18,IC50,=,180,nM
18,103243443,10249164,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=CC=C3Cl)C4=CC=CC=C4)C,Active,,,,4.4,IC50,=,4400,nM
