PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103165236,4553,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2,Active,,,,2.6,IC50,=,2600,nM,
2,103180450,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Active,,,,2.1,IC50,=,2100,nM,
3,103296460,155160,COC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC=C)O)CC=C,Active,,,,0.06,IC50,=,60,nM,
4,103296577,325144,COC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC=C)OC)CC=C,Active,,,,7.7,IC50,=,7700,nM,
5,103296629,9900113,CCCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CCC,Active,,,,2.1,IC50,=,2100,nM,
6,103681285,45267389,CCCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)OC)CCC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
7,103681286,45267390,CCCC1=CC(=C(C=C1)OC)C2=CC(=C(C=C2)OC)CCC,Active,,,,6.9,IC50,=,6900,nM,
8,103686496,45269977,CC(=O)OC1=C(C=C(C=C1)CC=C)C2=CC(=C(C=C2)OC)CC=C,Active,,,,4.9,IC50,=,4900,nM,
9,103686497,45269978,CC(=O)OC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC=C)OC(=O)C)CC=C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
10,103689958,44241602,C/C=C/C1=C(C=CC(=C1)C2=C(C=CC(=C2)CC=C)O)OC,Active,,,,0.2,IC50,=,200,nM,
11,103689973,44241601,C/C=C/C1=C(C=CC(=C1)C2=C(C=CC(=C2)CC=C)O)O,Active,,,,2.7,IC50,=,2700,nM,
12,103693559,45273399,C/C=C\C1=C(C=CC(=C1)C2=C(C=CC(=C2)CC=C)O)OC,Active,,,,0.9,IC50,=,900,nM,
13,103693560,25116939,C1C(O1)CC2=CC(=C(C=C2)O)C3=CC(=C(C=C3)O)CC4CO4,Inactive,,,Potential missing data,,IC50,,,,Not Active
