PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Active,,,,0.017,IC50,=,17,nM,
2,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.11,IC50,=,110,nM,
3,160668256,3825415,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=C(C=C(C=C3)Cl)C)C4=CC=C(C=C4)C(C)(C)C,Unspecified,,,,10,IC50,>,10000,nM,
4,160668257,3427822,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,Active,,,,3.4,IC50,=,3400,nM,
5,160668258,3558510,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2C(C)C4=CC=C(C=C4)CC(C)C,Active,,,,2.9,IC50,=,2900,nM,
6,160668259,70681749,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)OC,Unspecified,,,,10,IC50,>,10000,nM,
7,160668260,3499355,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4F,Active,,,,0.7,IC50,=,700,nM,
8,160668261,70681750,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4O,Active,,,,4.5,IC50,=,4500,nM,
9,160668262,4400031,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=C(C=C(C=C4)Cl)Cl,Active,,,,0.5,IC50,=,500,nM,
10,160668263,70681751,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=NC=C4,Active,,,,1.95,IC50,=,1950,nM,
11,160668290,70681753,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)OCC5=NC6=CC=CC=C6C=C5,Unspecified,,,,10,IC50,>,10000,nM,
12,160673572,3248047,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,Active,,,,4.8,IC50,=,4800,nM,
13,160673573,4627406,CC1=CC=CC=C1CN2C3=CC=CC=C3N=C2C(C)C4=CC=C(C=C4)CC(C)C,Active,,,,0.5,IC50,=,500,nM,
14,160673574,70683858,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4C(F)(F)F,Active,,,,0.25,IC50,=,250,nM,
15,160673575,70683859,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC(=CC=C4)F,Active,,,,4,IC50,=,4000,nM,
16,160673600,70683863,CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4Cl,Active,,,,2.8,IC50,=,2800,nM,
17,160678911,5225487,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=C(C=CC=C4Cl)Cl,Active,,,,4.4,IC50,=,4400,nM,
18,160678912,70685997,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=NC5=CC=CC=C5C=C4,Active,,,,4.4,IC50,=,4400,nM,
19,160678913,70685998,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2C(=O)C4=CC(=CC=C4)Cl,Unspecified,,,,10,IC50,>,10000,nM,
20,160678933,70686003,CC(C)CC1=CC=C(C=C1)CC2=NC3=CC=CC=C3N2CC4=CC=CC=C4Cl,Active,,,,0.5,IC50,=,500,nM,
21,160684264,3809108,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)OC,Active,,,,3.8,IC50,=,3800,nM,
22,160684265,3269315,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4OC,Active,,,,0.44,IC50,=,440,nM,
23,160684266,70688121,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC(=CC=C4)C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
24,160684267,70688122,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=N4,Active,,,,2.5,IC50,=,2500,nM,
25,160684268,70688123,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2C(=O)C4=CC=CC=C4Cl,Unspecified,,,,10,IC50,>,10000,nM,
26,160684291,70688128,CC(C1=CC=C(C=C1)C(=O)C2=CC=CC=C2)C3=NC4=CC=CC=C4N3CC5=CC=CC=C5Cl,Active,,,,3,IC50,=,3000,nM,
27,160684292,66561075,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)O,Active,,,,0.19,IC50,=,190,nM,
28,160689635,70690155,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)C#N,Active,,,,2.3,IC50,=,2300,nM,
29,160689636,70690156,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4OC(=O)C,Active,,,,0.25,IC50,=,250,nM,
30,160689637,70690157,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC(=CC=C4)C(=O)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,160689638,70690158,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CN=CC=C4,Active,,,,2.8,IC50,=,2800,nM,
