PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103183748,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,Active,,,,0.17,IC50,=,170,nM
2,136924204,56598067,CC(C)(C)C1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.27,IC50,=,270,nM
3,136927469,57393840,C1=CC(=CC=C1S2=NS(=O)(=O)C3=CC(=C(C=C32)Cl)S(=O)(=O)N)Br,Active,,,,2.3,IC50,=,2300,nM
4,136927470,57393841,CS(=O)(=O)C1=CC2=C(C=C1)S(=NS2(=O)=O)C3=CC=C(C=C3)Br,Active,,,,1.8,IC50,=,1800,nM
5,136927473,57393844,CC(C)C1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.73,IC50,=,730,nM
6,136927474,56598068,C1=CC=C(C=C1)C2=CC=C(C=C2)S3=NS(=O)(=O)C4=C3C=CC(=C4)[N+](=O)[O-],Active,,,,0.5,IC50,=,500,nM
7,136927475,57393845,C1=CC(=CC=C1C(F)(F)F)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,2.99,IC50,=,2990,nM
8,136930685,57395579,CCC1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,1.7,IC50,=,1700,nM
9,136943681,57402570,COC1=CC=C(C=C1)S2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,0.88,IC50,=,880,nM
