PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.16,IC50,=,160,nM
2,103681893,45267718,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2)C,Unspecified,,,,10,IC50,>,10000,nM
3,103681913,45267726,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC=C2C(C)C,Active,,,,7.8,IC50,=,7800,nM
4,103683611,45268597,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2)C(F)(F)F,Active,,,,9.8,IC50,=,9800,nM
5,103683622,45268605,CCCC/C(=C\C1=CC=C(C=C1)OCCCOC2=CC=CC(=C2C)C)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
6,103683631,45268611,CCCCC(CC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2C)C)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
7,103685307,45269442,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC=C2OC,Unspecified,,,,10,IC50,>,10000,nM
8,103685323,45269452,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,3.5,IC50,=,3500,nM
9,103685324,45269453,CC1=C(C(=CC=C1)OCCCOC2=CC=C(C=C2)CCC(=O)O)C,Unspecified,,,,10,IC50,>,10000,nM
10,103687117,45270286,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2)C(C)C,Active,,,,6,IC50,=,6000,nM
11,103687125,45270291,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,10,IC50,>,10000,nM
12,103688869,44249905,CCCC[C@H](C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2C)C,Active,,,,10,IC50,=,10000,nM
13,103688870,45271105,CCCC[C@@H](C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2C)C,Active,,,,8.2,IC50,=,8200,nM
14,103688880,45271112,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC(=C(C=C2)Cl)C(F)(F)F,Active,,,,2,IC50,=,2000,nM
15,103690556,45271974,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC=C2,Unspecified,,,,10,IC50,>,10000,nM
16,103690571,45271983,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC=C2C,Unspecified,,,,10,IC50,>,10000,nM
17,103690585,45271992,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2)OC,Unspecified,,,,10,IC50,>,10000,nM
18,103692343,45272810,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=C(C=C2)C,Unspecified,,,,10,IC50,>,10000,nM
19,103692355,45272820,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC3=C2CCCC3,Active,,,,4.5,IC50,=,4500,nM
20,103694183,45273770,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=CC=CC(=C2C)C,Active,,,,8.8,IC50,=,8800,nM
21,103694200,45273780,CC1=C(C(=CC=C1)OCCCOC2=CC=C(C=C2)SCC(=O)O)C,Unspecified,,,,10,IC50,>,10000,nM
22,131273380,54580674,CCCCC(C(=O)OCC)SC1=CC=C(C=C1)OCCCOC2=CC=CC3=C2CCCC3,Unspecified,,,,10,IC50,>,10000,nM
23,131275376,54581686,CCCCC(C(=O)OCC)SC1=CC=C(C=C1)OCCCOC2=CC=C(C=C2)C3=CC=CC=C3,Unspecified,,,,10,IC50,>,10000,nM
24,131279405,54583638,CCCCC(C(=O)OCC)SC1=CC=C(C=C1)OCCCOC2=CC3=C(C=C2)N=CC=C3,Unspecified,,,,10,IC50,>,10000,nM
25,131283416,54585561,CCCCC(C(=O)O)SC1=CC=C(C=C1)OCCCOC2=C(C=C(C=C2)Cl)OC,Unspecified,,,,10,IC50,>,10000,nM
