PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,3.7,IC50,=,3700,nM
2,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,5,IC50,=,5000,nM
3,103187126,132306,CN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F,Active,,,,0.33,IC50,=,330,nM
4,103312133,44329500,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=C(C=C4)C(=CC(=C5)C#N)C6=COC=C6)O,Active,,,,0.19,IC50,=,190,nM
5,103312711,42609834,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=COC=C5)O,Active,,,,0.03,IC50,=,30,nM
6,103361137,44351548,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)C#N)C5=CC=CC=C5)O,Active,,,,0.12,IC50,=,120,nM
7,103361204,44351583,CC(C)(C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5)O,Active,,,,1.5,IC50,=,1500,nM
8,103361223,44351588,CC(C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5)OC,Active,,,,1.2,IC50,=,1200,nM
9,103361233,9847369,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.115,IC50,=,115,nM
10,103361235,44351593,CN1N=C(N=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=COC=C6,Active,,,,0.08,IC50,=,80,nM
11,103361236,44351594,CC(C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5)O,Active,,,,0.52,IC50,=,520,nM
12,103361265,44351604,COCC1=CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)C4(CCOCC4)O)C(=C1)C5=CC=CC=C5,Active,,,,0.16,IC50,=,160,nM
13,103361269,44351606,CN1C(=NN=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=CC=CC=C6,Active,,,,3,IC50,=,3000,nM
14,103361270,44351607,C1C2C=CC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Active,,,,0.4,IC50,=,400,nM
15,103361273,44351608,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Active,,,,0.24,IC50,=,240,nM
16,103361278,9890796,COC(=O)C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5,Active,,,,0.07,IC50,=,70,nM
17,103361280,44351609,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=C(C=C6)Cl)O,Active,,,,5.5,IC50,=,5500,nM
18,103361292,44351616,CC1CC(CC(O1)C)(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.18,IC50,=,180,nM
19,103361295,44351618,C1CC2CC(CC1O2)(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=CC=CC=C7)O,Active,,,,0.32,IC50,=,320,nM
20,103361306,44351622,CC(=O)C1=CC(=C2C=CC(=CC2=C1)OCC3=CC(=CC=C3)C4(CCOCC4)O)C5=CC=CC=C5,Active,,,,0.13,IC50,=,130,nM
21,103361308,44351623,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(=CC(=C4)CO)C5=CC=CC=C5)O,Active,,,,0.26,IC50,=,260,nM
22,103361309,44351624,CCC1=CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)C4(CCOCC4)O)C(=C1)C5=CC=CC=C5,Active,,,,0.76,IC50,=,760,nM
23,103361350,44351638,CC1(C2=C(C=C3C=C(C=CC3=C2C4=CC=CC=C4)OCC5=CC(=CC=C5)C6(CCOCC6)O)C(=O)O1)C,Unspecified,,,,6,IC50,>,6000,nM
24,103361364,44351644,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(C(OC5=O)O)C(=C4C=C3)C6=CC=CC=C6)O,Unspecified,,,,6,IC50,>,6000,nM
25,103361371,44351647,C1COC(CC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O)O,Active,,,,0.81,IC50,=,810,nM
26,103361380,44351654,CC1C2=C(C=C3C=C(C=CC3=C2C4=CC=CC=C4)OCC5=CC(=CC=C5)C6(CCOCC6)O)C(=O)O1,Active,,,,1.3,IC50,=,1300,nM
27,103361393,44351658,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C6=NC7=CC=CC=C7S6)O,Unspecified,,,,6,IC50,>,6000,nM
28,103361395,44351659,CN1N=C(N=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=CC=CC=C6,Active,,,,0.12,IC50,=,120,nM
29,103361456,44351693,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C(=O)C6=CN=CC=C6)O,Active,,,,0.12,IC50,=,120,nM
30,103361505,15283095,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CO6)O,Active,,,,0.28,IC50,=,280,nM
31,103361540,15283094,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CN=CC=C6)O,Active,,,,0.72,IC50,=,720,nM
32,103361541,44351721,COC1=CC=CC(=C1)C2=C3C=CC(=CC3=CC4=C2COC4=O)OCC5=CC(=CC=C5)C6(CCOCC6)O,Active,,,,0.08,IC50,=,80,nM
33,103361570,44351729,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=COC=C7)O,Active,,,,0.14,IC50,=,140,nM
34,103361570,44351729,C1C2COC(O2)CC1(C3=CC=CC(=C3)COC4=CC5=CC6=C(COC6=O)C(=C5C=C4)C7=COC=C7)O,Active,,,,0.34,IC50,=,340,nM
35,103361572,15283097,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CSC=C6)O,Active,,,,0.027,IC50,=,27,nM
36,103361573,15283092,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=COC=C6)O,Active,,,,0.026,IC50,=,26,nM
37,103361625,44351741,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6Cl)O,Active,,,,0.38,IC50,=,380,nM
38,103361627,44351742,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6F)O,Active,,,,0.36,IC50,=,360,nM
39,103361665,44351757,COC1=CC=C(C=C1)C2=C3C=CC(=CC3=CC4=C2COC4=O)OCC5=CC(=CC=C5)C6(CCOCC6)O,Active,,,,6,IC50,=,6000,nM
40,103361667,44351758,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=CC=CC=C5)C6=NNN=N6)O,Unspecified,,,,6,IC50,>,6000,nM
41,103361687,44351768,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=C(C=C6)F)O,Active,,,,0.14,IC50,=,140,nM
42,103361711,44351777,COC1CC(CCO1)(C2=CC=CC(=C2)COC3=CC4=CC5=C(COC5=O)C(=C4C=C3)C6=CC=CC=C6)O,Active,,,,0.023,IC50,=,23,nM
43,103361733,44351780,CCCCC1=C2C=CC(=CC2=CC(=C1)C(=O)OC)OCC3=CC(=CC=C3)C4(CCOCC4)O,Active,,,,2.2,IC50,=,2200,nM
44,103361759,44351793,C1COCCC1(C2=CC=CC(=C2)COC3=CC4=CC(=CC(=C4C=C3)C5=COC=C5)C(=O)C6=CC=CC=C6)O,Active,,,,0.07,IC50,=,70,nM
45,103361760,44351794,CC1(COC(=N1)C2=CC(=C3C=CC(=CC3=C2)OCC4=CC(=CC=C4)C5(CCOCC5)O)C6=COC=C6)C,Active,,,,0.19,IC50,=,190,nM
