PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.08,IC50,=,80,nM
2,131272801,788760,CCOC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3,Active,,,,2,IC50,=,2000,nM
3,131272802,5760413,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C(C(=CC=C3)OC)O)/S2,Active,,,,0.8,IC50,=,800,nM
4,131272803,136088955,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)O,Active,,,,1.69,IC50,=,1690,nM
5,131272867,51353751,CC(=O)C1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2,Active,,,,0.55,IC50,=,550,nM
6,131272868,51354050,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)Cl)O,Active,,,,0.4,IC50,=,400,nM
7,131272869,1733918,CCCOC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)N3CCCCCC3,Unspecified,,,,12,IC50,=,12000,nM
8,131274768,5350310,COC1=CC(=CC(=C1O)[N+](=O)[O-])/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3,Active,,,,4.4,IC50,=,4400,nM
9,131274769,51353750,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)N,Active,,,,1.93,IC50,=,1930,nM
10,131276816,1749337,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C(C(=C(C=C3)OC)OC)OC)/S2,Active,,,,2.45,IC50,=,2450,nM
11,131276817,1221901,CCOC1=C(C(=CC(=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)C)Cl)O,Active,,,,2.9,IC50,=,2900,nM
12,131276818,1225140,CC(C)(C)C1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3,Active,,,,0.91,IC50,=,910,nM
13,131276819,2281220,C1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C4C=CC=CC4=CC5=CC=CC=C53)/S2,Active,,,,4.3,IC50,=,4300,nM
14,131276820,46898079,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)Cl,Active,,,,0.28,IC50,=,280,nM
15,131276821,51353747,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)OCC(=O)OC,Active,,,,0.86,IC50,=,860,nM
16,131276884,51354049,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC(=CC=C3)F,Active,,,,0.24,IC50,=,240,nM
17,131278812,717265,COC1=CC(=CC(=C1O)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3)Cl,Active,,,,0.65,IC50,=,650,nM
18,131278813,717261,COC1=CC=CC(=C1O)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3,Active,,,,0.48,IC50,=,480,nM
19,131278814,5411248,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2,Active,,,,0.66,IC50,=,660,nM
20,131278815,5455586,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=CC=C3)/S2,Active,,,,0.73,IC50,=,730,nM
21,131278816,2718951,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C=C/C3=CC=CC=C3)/S2,Active,,,,0.4,IC50,=,400,nM
22,131278817,51353746,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OCC(=O)OC)/S2,Active,,,,2.11,IC50,=,2110,nM
23,131278818,51353749,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=C(C=C3)OC,Active,,,,0.32,IC50,=,320,nM
24,131278909,135495764,CC1=CC=C(C=C1)/C=C\2/C(=O)NC(=NC3=CC4=CC=CC=C4C=C3)S2,Unspecified,,,,30,IC50,>,30000,nM
25,131279820,135411779,C1=CC=C(C=C1)/C=C\2/C(=O)NC(=NC3=CC=CC=C3)S2,Unspecified,,,,30,IC50,>,30000,nM
26,131280857,26368018,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC(=CC=C3)Cl)/S2,Active,,,,0.58,IC50,=,580,nM
27,131280921,702098,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)N3CCCC3,Unspecified,,,,30,IC50,>,30000,nM
28,131283799,717270,COC1=C(C(=CC(=C1)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3)Cl)O,Active,,,,9.5,IC50,=,9500,nM
29,131283810,715217,CN(C)C1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)N3CCCCC3,Unspecified,,,,20,IC50,=,20000,nM
30,131284816,1718584,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C(C=C(C=C3)OC)OC)/S2,Active,,,,2.02,IC50,=,2020,nM
31,131284817,1742972,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC(=C(C(=C3)Cl)O)OC)/S2,Unspecified,,,,10,IC50,>,10000,nM
32,131284818,5983898,COC1=CC=C(C=C1)/C=C\2/C(=O)N=C(S2)C3=CC=CC=C3,Active,,,,0.53,IC50,=,530,nM
33,131284879,51354048,CC(=O)C1=CC=CC(=C1)C2=NC(=O)/C(=C/C3=CC=C(C=C3)OC)/S2,Active,,,,0.38,IC50,=,380,nM
34,131286870,5757474,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=C(C=CC(=C3)OC)OC)/S2,Active,,,,0.35,IC50,=,350,nM
35,136927021,6375919,C1=CC=C(C=C1)N=C2N(C(=O)/C(=C/C=C/C3=CC=CO3)/S2)C4=CC=CC=C4,Unspecified,,,,30,IC50,=,30000,nM
