PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103443180,9850828,C1CN(CCN1CCCCOC2=CC=C(C=C2)C#CCCN(C(=O)N)O)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Active,,,,0.006,IC50,=,6,nM
2,103452824,9958732,C1CN(CCN1CCOC2=CC=C(C=C2)C#CCCN(C(=O)N)O)[C@H](C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Active,,,,0.018,IC50,=,18,nM
3,103452872,44395497,C1CN(CCN1CCCCOC2=CC=C(C=C2)C#CCCN(C(=O)N)O)[C@H](C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Active,,,,0.006,IC50,=,6,nM
4,103452919,44395530,C1CN(CCN1CCCOC2=CC=C(C=C2)C#CCCN(C(=O)N)O)[C@H](C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Active,,,,0.008,IC50,=,8,nM
5,103452980,9872445,C1CC2=C(C=CC(=C2)Cl)C(=C3CCN(CC3)CCOC4=CC=C(C=C4)C#CCCN(C(=O)N)O)C5=C1C=CC=N5,Active,,,,0.006,IC50,=,6,nM
