PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123085017,52941460,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)O)C4=CC=CC=C4)(C(F)(F)F)O,Unspecified,,,,20,IC50,>,20000,nM
2,123085018,16068119,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=CS3)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.598,IC50,=,598,nM
3,123085200,52941563,CC[C@@](C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N)C4=CC=C(C=C4)F)(C(F)(F)F)O,Active,,,,0.154,IC50,=,154,nM
4,123085201,52941564,CC[C@](C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)O)C4=CC=C(C=C4)F)(C(F)(F)F)O,Unspecified,,,,20,IC50,>,20000,nM
5,123087146,16068237,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)OC)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.26,IC50,=,260,nM
6,123087297,16068120,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)C)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.084,IC50,=,84,nM
7,123087359,16068235,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)NC)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.263,IC50,=,263,nM
8,123089715,16068236,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N(C)C)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,1.84,IC50,=,1840,nM
9,123091827,16068233,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)CO)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.064,IC50,=,64,nM
10,123092070,50925497,CC[C@](C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.032,IC50,=,32,nM
11,123092079,50925496,CC[C@](C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N)C4=CC(=CC=C4)F)(C(F)(F)F)O,Active,,,,0.031,IC50,=,31,nM
12,123094519,16068234,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(C)(C)O)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.392,IC50,=,392,nM
13,123096555,16068121,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(C)O)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.161,IC50,=,161,nM
14,123098975,16068009,CCC(C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N)C4=CC=CC=C4)(C(F)(F)F)O,Active,,,,0.07,IC50,=,70,nM
15,123101272,49821278,CC[C@](C1=CN(N=N1)CC2=CC3=C(C=C2)C(=C(S3)C(=O)N)C4=CC=C(C=C4)F)(C(F)(F)F)O,Active,,,,0.021,IC50,=,21,nM
