PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103645494,25179907,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Active,,,,8.3,EC50,=,8300,nM,
2,103768056,46837918,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2CCCCC2)OCCC3CCCCC3,Active,,,,6.6,EC50,=,6600,nM,
3,312378995,118726937,CCCC/C(=C\C1=C(C=CC(=C1)OC2=CC=CC=C2)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,0.72,EC50,=,720,nM,
4,312378996,118726938,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=CC=C2)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Unspecified,,,,11.7,EC50,=,11700,nM,
5,312378997,118726939,CCCC/C(=C\C1=C(C=CC(=C1)OC/C=C/C2=CC=CC=C2)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Unspecified,,,,12.9,EC50,=,12900,nM,
6,312378998,118726940,CCCCC1=CC=C(C=C1)COC2=CC(=C(C=C2)OCC3=CC=C(C=C3)C(F)(F)F)/C=C(\CCCC)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
7,312378999,118726941,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)C3=CC=CC=C3)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
8,312379000,118726942,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)OCC3=CC=CC=C3)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
9,312379001,118726943,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)F)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,5.17,EC50,=,5170,nM,
10,312379002,118726944,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC(=C(C=C2)Cl)Cl)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,2.11,EC50,=,2110,nM,
11,312379003,118726945,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,4.64,EC50,=,4640,nM,
12,312379004,118726946,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CN=CC=C2)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,2.56,EC50,=,2560,nM,
13,312379005,118726947,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC3=CC=CC=C3S2)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
14,312379006,118726948,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CSC(=N2)C3=CC=C(C=C3)C(F)(F)F)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
15,312379008,118726950,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)C3=CSC(=N3)C)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
16,312379009,118726951,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)OC3=CC=CC=N3)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Inactive,,,Potential missing data,,EC50,,,,Not Active
17,312379010,118726952,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)OCCN3CCOCC3)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Active,,,,3.77,EC50,=,3770,nM,
18,312379012,118726954,CCCC/C(=C\C1=C(C=CC(=C1)OCC(C2=CC=CC=C2)C3=CC=CC=C3)OCC4=CC=C(C=C4)C(F)(F)F)/C(=O)O,Active,,,,1.26,EC50,=,1260,nM,
19,312379013,118726955,CCCC/C(=C\C1=C(C=CC(=C1)OCC2CCC(CC2)C(F)(F)F)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,2.16,EC50,=,2160,nM,
