PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Active,,,,0.16,IC50,=,160,nM
2,103645493,25179516,C1=CC=C(C=C1)CCOC2=CC(=NC(=N2)SCC(=O)O)OCCC3=CC=CC=C3,Unspecified,,,,10,IC50,>,10000,nM
3,103645494,25179907,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Active,,,,4.7,IC50,=,4700,nM
4,103768017,46837777,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)C(F)(F)F)OCCC3=CC=C(C=C3)C(F)(F)F,Active,,,,2.2,IC50,=,2200,nM
5,103768018,46837778,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)OC(F)(F)F)OCCC3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM
6,103768049,46837779,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)[N+](=O)[O-])OCCC3=CC=C(C=C3)[N+](=O)[O-],Active,,,,2.8,IC50,=,2800,nM
7,103768053,46837915,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)C#N)OCCC3=CC=C(C=C3)C#N,Active,,,,6.6,IC50,=,6600,nM
8,103768054,46837916,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CSC=C2)OCCC3=CSC=C3,Active,,,,9.3,IC50,=,9300,nM
9,103768055,46837917,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2CCCCCC2)OCCC3CCCCCC3,Unspecified,,,,10,IC50,>,10000,nM
10,103768056,46837918,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2CCCCC2)OCCC3CCCCC3,Active,,,,9,IC50,=,9000,nM
11,103768057,46837919,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2CCCC2)OCCC3CCCC3,Active,,,,6.8,IC50,=,6800,nM
12,103768058,46837920,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2CC2)OCCC3CC3,Active,,,,9.3,IC50,=,9300,nM
13,103768059,46838058,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC(C)C)OCCC(C)C,Active,,,,6.8,IC50,=,6800,nM
14,103768060,46837639,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Active,,,,2.8,IC50,=,2800,nM
15,103768457,46837640,C1=CC=C(C=C1)CCOC2=CC(=NC(=N2)SC(C3=CC=CC=C3)C(=O)O)OCCC4=CC=CC=C4,Active,,,,4.9,IC50,=,4900,nM
16,103768461,46837643,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCCCC2=CC=CC=C2)OCCCCC3=CC=CC=C3,Active,,,,2.2,IC50,=,2200,nM
17,103768465,46837642,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCCC2=CC=CC=C2)OCCCC3=CC=CC=C3,Active,,,,2.7,IC50,=,2700,nM
18,103768468,46837641,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,Active,,,,5,IC50,=,5000,nM
19,103769596,46837776,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)OC)OCCC3=CC=C(C=C3)OC,Active,,,,7,IC50,=,7000,nM
20,103769626,46837638,CCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Active,,,,9,IC50,=,9000,nM
21,103770089,46837775,CCCCC(C(=O)O)SC1=NC(=CC(=N1)OCCC2=CC=C(C=C2)C)OCCC3=CC=C(C=C3)C,Active,,,,3.1,IC50,=,3100,nM
22,134434439,53363131,CCCCC(C(=O)O)OC1=CC(=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Unspecified,,,,10,IC50,>,10000,nM
23,134438862,53363134,CCCCC(CC1=C(C(=CC=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)C(=O)O,Active,,,,4.9,IC50,=,4900,nM
24,134438863,53363220,CCCCC(CC1=CC(=C(C=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
25,134442546,53363315,CCCC/C(=C\C1=C(C=CC(=C1)OCCC2CCCCC2)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,10,IC50,=,10000,nM
26,134442767,53363401,CCCC/C(=C\C1=C(C=CC(=C1)OCCC2CCCCC2)OCCC3CCCCC3)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
27,134446394,53363132,CCCCC(CC1=CC(=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
28,134450563,53363221,CCCCC(CC1=C(C=C(C=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
29,134450564,53363224,CCCC/C(=C\C1=C(C=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
30,134454175,53363313,CCCC/C(=C\C1=C(C=CC(=C1)OCCC2=CC=C(C=C2)C(F)(F)F)OCCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
31,134457991,53363133,CCCC/C(=C\C1=CC(=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
32,134457999,53363314,CCCC/C(=C\C1=C(C=CC(=C1)OCC2=CC=C(C=C2)C(F)(F)F)OCC3=CC=C(C=C3)C(F)(F)F)/C(=O)O,Active,,,,4.4,IC50,=,4400,nM
33,134461982,53363130,CCCCC(C(=O)O)SC1=CC(=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3,Active,,,,7.2,IC50,=,7200,nM
34,134461983,53363222,CCCCC(CC1=C(C=CC(=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
35,163317486,53363223,CCCC/C(=C\C1=C(C(=CC=C1)OCCC2=CC=CC=C2)OCCC3=CC=CC=C3)/C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
