PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103165567,14484900,C1COC2=CC(=C(C=C21)O)CCCC#N,Active,,,,1.4,IC50,=,1400,nM
2,103165580,14484909,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=C(C=C3)CCO,Active,,,,0.34,IC50,=,340,nM
3,103165596,14484918,C1COC2=CC(=C(C=C21)O)SC3=CC=CC=N3,Active,,,,2.8,IC50,=,2800,nM
4,103165608,14484917,C1COC2=CC(=C(C=C21)O)SCCCC3=CC=CC=C3,Active,,,,0.028,IC50,=,28,nM
5,103165610,14484891,C1COC2=CC(=C(C=C21)O)CCCSCC3=CN=CC=C3,Active,,,,0.28,IC50,=,280,nM
6,103165618,14484889,C1COC2=CC(=C(C=C21)O)CCCSC3=CC=CC=C3,Active,,,,0.019,IC50,=,19,nM
7,103165626,14484933,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=CC=C3,Active,,,,0.32,IC50,=,320,nM
8,103165627,14484931,C1COC2=CC(=C(C=C21)O)OCCCC3=CC=CC=C3,Active,,,,0.051,IC50,=,51,nM
9,103165635,14484888,CCCC1=C(C=CC2=C1CCO2)O,Active,,,,1,IC50,=,1000,nM
10,103165636,14484887,C=CCC1=C(C=CC2=C1CCO2)O,Active,,,,2.1,IC50,=,2100,nM
11,103165661,14484930,C1COC2=CC(=C(C=C21)O)OCCC3=CC=CC=C3,Active,,,,0.12,IC50,=,120,nM
12,103165662,14484953,CCCC1=CC2=C(CCO2)C(=C1O)C,Active,,,,0.16,IC50,=,160,nM
13,103165681,14484920,C1COC2=CC(=C(C=C21)O)SC3=CC=NC=C3,Active,,,,2.6,IC50,=,2600,nM
14,103165691,14484919,C1COC2=CC(=C(C=C21)O)SC3=CN=CC=C3,Active,,,,1.2,IC50,=,1200,nM
15,103165700,14484893,C1COC2=CC(=C(C=C21)O)CCCO,Active,,,,10,IC50,=,10000,nM
16,103165720,5324657,CCCC1=C(C=C2CCOC2=C1)O,Active,,,,0.29,IC50,=,290,nM
17,103165732,14484959,CCCC1=CC2=C(CCO2)C(=C1O)C(C)(C)C,Active,,,,0.43,IC50,=,430,nM
18,103165733,14484955,CCCC1=CC2=C(CCO2)C(=C1O)Br,Active,,,,0.065,IC50,=,65,nM
19,103165734,14484954,CC1=C(C(=CC2=C1CCO2)CCCSC3=CC=CC=C3)O,Active,,,,0.019,IC50,=,19,nM
20,103165755,14484942,COC(=O)CC1=CC=C(C=C1)OCCCOC2=C(C=C3CCOC3=C2)O,Active,,,,0.12,IC50,=,120,nM
21,103165756,14484941,COC(=O)C1=CC=C(C=C1)OCCCOC2=C(C=C3CCOC3=C2)O,Active,,,,0.071,IC50,=,71,nM
22,103165771,14484908,C1COC2=C1C(=C(C=C2)O)CCCNC3=CC=CC=C3,Active,,,,1.4,IC50,=,1400,nM
23,103165775,7090,C1CN(NC1=O)C2=CC=CC=C2,Active,,,,8,IC50,=,8000,nM
24,103165776,14484915,C1COC2=CC(=C(C=C21)O)SCC3=CC=CC=C3,Active,,,,0.11,IC50,=,110,nM
25,103165787,14484946,CC(C)C1=C(C=C2CCOC2=C1)O,Active,,,,0.3,IC50,=,300,nM
26,103165789,14484913,C1COC2=CC(=C(C=C21)O)CC3=CC=CC=C3,Active,,,,0.28,IC50,=,280,nM
27,103165792,14484952,CC1=C(C(=CC2=C1CCO2)CC=C)O,Active,,,,0.13,IC50,=,130,nM
28,103165802,14484957,CC(C)(C)C1=C(C=CC2=C1CCO2)O,Active,,,,0.73,IC50,=,730,nM
29,103165829,14484912,CCCC1=CC=C(C=C1)OCCCC2=C(C=C3CCOC3=C2)O,Active,,,,0.009,IC50,=,9,nM
30,103165832,14484940,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=CC(=C3)C(=O)O,Active,,,,5.1,IC50,=,5100,nM
31,103165833,14484960,COC(=O)C1=CC(=CC=C1)OCCCOC2=C(C=C3CCOC3=C2)O,Active,,,,0.068,IC50,=,68,nM
32,103165839,14484892,C1COC2=C1C(=C(C=C2)O)CCCSCC3=CN=CC=C3,Active,,,,2,IC50,=,2000,nM
33,103165840,14484890,C1COC2=C1C(=C(C=C2)O)CCCSC3=CC=CC=C3,Active,,,,0.12,IC50,=,120,nM
34,103165851,14484910,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=CC(=C3)CCO,Active,,,,0.06,IC50,=,60,nM
35,103165860,11126311,C1COC2=C1C=C(C=C2)O,Active,,,,4,IC50,=,4000,nM
36,103165861,14484886,C=CCC1=C(C=C2CCOC2=C1)O,Active,,,,0.48,IC50,=,480,nM
37,103165871,14484935,COC(=O)C1=CC=CC=C1OCCCOC2=C(C=C3CCOC3=C2)O,Active,,,,0.047,IC50,=,47,nM
38,103165878,14484904,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=CC=C3,Active,,,,0.057,IC50,=,57,nM
39,103165908,14484921,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=C(C=C3)F,Active,,,,0.028,IC50,=,28,nM
40,103165947,14484905,C1COC2=C1C(=C(C=C2)O)CCCOC3=CC=CC=C3,Active,,,,0.29,IC50,=,290,nM
41,103165952,14484894,C1COC2=C1C(=C(C=C2)O)CCCO,Unspecified,,,,33,IC50,=,33000,nM
42,103165962,14484907,C1COC2=CC(=C(C=C21)O)CCCNC3=CC=CC=C3,Active,,,,0.14,IC50,=,140,nM
43,103165973,14484929,COCCOC1=C(C=C2CCOC2=C1)O,Active,,,,3.2,IC50,=,3200,nM
44,103165974,14484911,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=CC=C3CCO,Active,,,,0.29,IC50,=,290,nM
45,103165975,14143240,CC(C)(C)C1=C(C=C2CCOC2=C1)O,Active,,,,0.79,IC50,=,790,nM
46,103165981,14484928,CCCCOC1=C(C=C2CCOC2=C1)O,Active,,,,0.18,IC50,=,180,nM
47,103166011,14484914,C1COC2=CC(=C(C=C21)O)SC3=CC=CC=C3,Active,,,,0.14,IC50,=,140,nM
48,103166012,14484916,C1COC2=CC(=C(C=C21)O)SCCC3=CC=CC=C3,Active,,,,0.066,IC50,=,66,nM
49,103166020,14484927,CCCOC1=C(C=C2CCOC2=C1)O,Active,,,,0.47,IC50,=,470,nM
50,103166021,14484923,C1COC2=CC(=C(C=C21)O)OC3=CC=CC=C3,Active,,,,0.42,IC50,=,420,nM
51,103166022,14484922,C1COC2=CC(=C(C=C21)O)CCCOC3=CC=C(C=C3)Cl,Active,,,,0.055,IC50,=,55,nM
