PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,131278847,295563,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C,Active,,,,5.7,IC50,=,5700,nM
2,404695351,145978927,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)CC(=O)O,Active,,,,8.7,IC50,=,8700,nM
3,404696723,145979828,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)CCC(=O)O,Active,,,,5.5,IC50,=,5500,nM
4,404699113,145981376,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,5.2,IC50,=,5200,nM
5,404700609,145982329,C1=CC=C(C=C1)COC2=CC=C(C=C2)CN(C3=CC=C(C=C3)C(=O)O)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,6.6,IC50,=,6600,nM
6,404705961,145986097,CC(C)(C)C1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,5.6,IC50,=,5600,nM
7,404708405,145987714,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(CC3=CC(=CC=C3)OC4=CC=CC=C4)C5=CC=C(C=C5)C(=O)O,Active,,,,7.2,IC50,=,7200,nM
8,404712436,145990280,C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)N(CC3=CC(=CC=C3)OC4=CC=CC=C4)C5=CC=C(C=C5)C(=O)O,Active,,,,6,IC50,=,6000,nM
9,404715135,145992031,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)C(=O)O,Active,,,,6.4,IC50,=,6400,nM
10,404717107,145993288,CC(C)(C)C#CC1=CC=C(C=C1)C(=O)N(CC2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)C(=O)O,Active,,,,2.3,IC50,=,2300,nM
11,404717233,145993375,C1=CC=C(C=C1)COC2=CC=CC(=C2)CN(C3=CC=C(C=C3)C(=O)O)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,2.3,IC50,=,2300,nM
