PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103174500,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Active,,,,1.1,IC50,=,1100,nM
2,103746109,46884417,C1=CN(C(=O)C(=C1)CC(=O)O)C(F)F,Active,,,,8,IC50,=,8000,nM
3,103746110,46884418,C1=CN(C(=O)C=C1CC(=O)O)C(F)F,Unspecified,,,,12.9,IC50,=,12900,nM
4,103746176,46830339,C1=CC(=O)N(C=C1CC(=O)O)C(F)F,Active,,,,1.3,IC50,=,1300,nM
5,103746177,46830360,CC(C1=CC=CN(C1=O)C(F)F)C(=O)O,Active,,,,5.9,IC50,=,5900,nM
6,103746178,46884443,CC(C1=CC(=O)N(C=C1)C(F)F)C(=O)O,Active,,,,5.5,IC50,=,5500,nM
7,103746179,46830092,CC(C1=CN(C(=O)C=C1)C(F)F)C(=O)O,Active,,,,6.4,IC50,=,6400,nM
