PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103519909,5357488,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
2,103566717,5919800,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)OC)OC)OC)O,Unspecified,,,,100,IC50,>,100000,nM
3,103566798,16753967,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C=C2OC)OC)OC)O,Unspecified,,,,100,IC50,>,100000,nM
4,174492290,72205032,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)N3CCCC3)O,Unspecified,,,,100,IC50,>,100000,nM
5,174492291,72205034,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)N3CCCCC3)O,Unspecified,,,,100,IC50,>,100000,nM
6,174492292,72205404,CC(C)NC(=O)C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
7,174492293,72205213,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NCCC3=CC=CC=C3)O,Unspecified,,,,100,IC50,>,100000,nM
8,174492306,72205215,CN(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)/C=C/C(=O)C3=C(C=C(C=C3)OC)O,Unspecified,,,,100,IC50,>,100000,nM
9,174492307,72205216,CC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)/C=C/C(=O)C3=C(C=C(C=C3)OC)O)C,Unspecified,,,,100,IC50,>,100000,nM
10,174497371,72205409,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C=C2)OCCCOC3=CC=CC=C3)OC)O,Unspecified,,,,100,IC50,>,100000,nM
11,174497372,72205594,CCOCCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
12,174497373,72205212,CCCCCCCCCCCCNC(=O)C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
13,174497398,72205405,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3OC)O,Unspecified,,,,100,IC50,>,100000,nM
14,174502632,72205410,CCOCCOC1=CC=CC(=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
15,174502633,72205033,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)/C=C/C(=O)C3=C(C=C(C=C3)OC)O,Unspecified,,,,100,IC50,>,100000,nM
16,174502659,72205406,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3O)O,Unspecified,,,,100,IC50,>,100000,nM
17,174507802,72205031,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)OC)O,Unspecified,,,,100,IC50,>,100000,nM
18,174507803,73352141,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)O)O,Unspecified,,,,100,IC50,>,100000,nM
19,174507804,72205211,CCCNC(=O)C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,100,IC50,>,100000,nM
20,174507805,72205214,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NCC3=CC=CC=C3)O,Unspecified,,,,100,IC50,>,100000,nM
21,174512942,72205408,CCOCCCOC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O)OC,Unspecified,,,,100,IC50,>,100000,nM
22,174512943,72205595,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)Br)OCC3=CC=CC=C3)OC)O,Unspecified,,,,100,IC50,>,100000,nM
23,174512958,72205407,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)[N+](=O)[O-])O)O,Unspecified,,,,100,IC50,>,100000,nM
24,174517960,14804615,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)OCC3=CC=CC=C3)O,Unspecified,,,,100,IC50,>,100000,nM
25,174517961,72205035,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)N3CCOCC3)O,Unspecified,,,,100,IC50,>,100000,nM
