PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
28,520045757,278722,CC(=O)NC(CC(=O)NC1=CC=CC2=C1CC3=CC=CC=C32)C(=O)O,Unspecified,,,,Activity,=,96.3,%
29,520047054,307623,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)NC3=CC=CC(=C3)C(=O)C,Unspecified,,,,Activity,=,93.4,%
30,520047419,234649,CC1=CC(=O)OC(=C1C(=O)OC2=CC3=CC=CC=C3C=C2)C,Unspecified,,,,Activity,=,88.2,%
31,520048068,282710,C1=CC=C(C=C1)CC2=CC3=C(C=C2)NC(=CC3=O)C(=O)O,Unspecified,,,,Activity,=,98.3,%
32,520050071,336328,C1CC(OCC1C2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O,Unspecified,,,,Activity,=,80.3,%
33,520050231,135538839,C1=CC=C(C=C1)C2C(=O)N/C(=N\C3=NC4=CC=CC=C4N3)/O2,Unspecified,,,,Activity,=,83.6,%
34,520050589,5384886,C1=CC=C(C=C1)/C=C/C(=O)NCCC2(C3=CC=CC=C3NC2=O)O,Unspecified,,,,Activity,=,98.2,%
35,520051176,356462,C1=CC=C(C=C1)C2=NC(=O)NC(=C2)CC3=NC4=CC=CC=C4C=C3,Unspecified,,,,Activity,=,55.8,%
36,520051899,5939020,COC1=CC=C(C=C1)C2=C/C(=C/C3=C(C=C(C=C3)O)O)/C(=O)O2,Unspecified,,,,Activity,=,89.3,%
37,520052616,346516,C1CC2=CC=CC=C2CC1OC(=O)C3=CC=CC=C3C(=O)O,Unspecified,,,,Activity,=,86.5,%
