PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,6.3,IC50,=,6300,nM
2,103637479,6261723,C/C=C/C1=CC2=C(C=C1)OC(=C2C)C3=CC=C(C=C3)O,Unspecified,,,,50,IC50,>,50000,nM
3,163312979,14213224,C[C@@H]1[C@@H]([C@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,Unspecified,,,,50,IC50,>,50000,nM
4,163316357,6440631,C/C=C/C1=CC2=C(C=C1)OC(=C2)C3=C(C=C(C=C3)OC)O,Unspecified,,,,50,IC50,>,50000,nM
5,163319825,26389403,C[C@@H]1[C@@H]([C@H](O[C@@H]1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,Unspecified,,,,50,IC50,>,50000,nM
6,163323283,14213211,COC1=CC(=C(C=C1)C2=CC3=C(O2)C=CC(=C3)CCCO)O,Unspecified,,,,27.2,IC50,=,27200,nM
7,163330121,10355545,C/C=C/C1=CC2=C(C=C1)OC(=C2)C3=C(C=C(C=C3)O)O,Unspecified,,,,50,IC50,>,50000,nM
8,163330122,53483951,C/C=C/C1=CC2=C(C=C1)OC(=C2)C3=CC=C(C=C3)O,Unspecified,,,,50,IC50,>,50000,nM
9,163333673,14213209,COC1=C(C=CC(=C1)O)C2=CC3=C(O2)C=CC(=C3)CCCO,Unspecified,,,,41.4,IC50,=,41400,nM
10,163333674,71460125,C/C=C/C1=CC2=C(C=C1)O[C@@H]([C@H]2CO)C3=CC=C(C=C3)O,Unspecified,,,,50,IC50,>,50000,nM
11,163333675,14213215,C/C=C/C1=CC2=C(C=C1)OC(=C2)C3=C(C=C(C=C3)O)OC,Unspecified,,,,50,IC50,>,50000,nM
12,163337090,10999992,C/C=C/C1=CC2=C(C=C1)O[C@H]([C@@H]2C)C3=CC=C(C=C3)O,Unspecified,,,,18.4,IC50,=,18400,nM
