PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103167318,14416576,CC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Active,,,,10,IC50,=,10000,nM
2,103167479,14416587,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C/C2=CC=CS2,Active,,,,1,IC50,<,1000,nM
3,103167535,6438990,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/2\CCOC2=O,Active,,,,0.11,IC50,=,110,nM
4,103167547,14416580,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/C2=CC=C(C=C2)F,Active,,,,0.61,IC50,=,610,nM
5,103167622,14416585,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C/C2=CN=CC=C2,Active,,,,10,IC50,<,10000,nM
6,103167673,14312565,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/C2=CC=C(C=C2)OC,Unspecified,,,,10,IC50,>,10000,nM
7,103167676,14416570,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/C2=CC=CS2,Active,,,,0.034,IC50,=,34,nM
8,103167745,71751,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C2=CC=CS2,Active,,,,0.0057,IC50,=,5.7,nM
9,103167746,6439912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/C2=CN=CC=C2,Active,,,,0.26,IC50,=,260,nM
10,103243030,6439221,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CS2,Active,,,,0.78,IC50,=,780,nM
11,103243044,14771902,CCC1=CC(=CC(=C1O)CC)/C=C/C2=CC=C(C=C2)OC,Active,,,,10,IC50,<,10000,nM
12,103243061,14771900,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C/C2=CC=C(C=C2)F,Active,,,,10,IC50,<,10000,nM
13,103243062,6439222,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(C=C2)F,Active,,,,1.3,IC50,=,1300,nM
14,103243121,14771889,CCC1=CC(=CC(=C1O)CC)/C=C/C2=CC=CS2,Active,,,,10,IC50,<,10000,nM
15,103243122,14771899,CC1=CC(=CC(=C1O)C)/C=C/C2=CN=CC=C2,Unspecified,,,,11,IC50,=,11000,nM
16,103243155,14771890,CC1=CC(=CC(=C1O)OC)/C=C/C2=CC=CS2,Active,,,,3.1,IC50,=,3100,nM
17,103243171,14771908,CCCOC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,0.19,IC50,=,190,nM
18,103243174,6366699,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2OCC3=CC=CC=C3,Unspecified,,,,1,IC50,~,1000,nM
19,103243196,14771901,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C/C2=CC=C(C=C2)OC,Active,,,,10,IC50,<,10000,nM
20,103243216,14771919,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
21,103243217,14771923,CC1=CC=C(S1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,0.78,IC50,=,780,nM
22,103243277,14771924,CC1=CC(=CC(=C1O)C)/C=C/C2=CSC=C2,Active,,,,10,IC50,<,10000,nM
23,103243292,14771909,CCCCOC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,10,IC50,<,10000,nM
24,103243293,14771893,CC1=CC(=CC(=C1O)Cl)/C=C/C2=CC=CS2,Active,,,,0.23,IC50,=,230,nM
25,103243294,14771891,CCC1=C(C(=CC(=C1)/C=C/C2=CC=CS2)OC)O,Active,,,,1.4,IC50,=,1400,nM
26,103243299,14771892,CCCC1=C(C(=CC(=C1)/C=C/C2=CC=CS2)OC)O,Active,,,,1.3,IC50,=,1300,nM
27,103243311,14771937,CC1=CC(=CC(=C1O)C)CCC(=O)C2=CC=C(C=C2)F,Active,,,,10,IC50,<,10000,nM
28,103243312,135616214,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=N2,Active,,,,2.5,IC50,=,2500,nM
29,103243313,14771922,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(S2)Cl,Active,,,,1.3,IC50,=,1300,nM
30,103243314,14771915,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2OC,Active,,,,1.1,IC50,=,1100,nM
31,103243405,14771898,CCC1=CC(=CC(=C1O)CC)/C=C/C2=CN=CC=C2,Active,,,,10,IC50,<,10000,nM
32,103243444,14771918,CC1=CC(=CC(=C1O)C)/C=C/C2=C(C=CC=C2F)F,Active,,,,1,IC50,<,1000,nM
33,103243445,14771917,CC1=CC(=CC(=C1O)C)/C=C/C2=CC(=CC(=C2)F)F,Active,,,,1,IC50,=,1000,nM
34,103243567,13245625,CC1=CC(=CC(=C1O)C)/C=C/2\CCOC2=O,Unspecified,,,,10,IC50,>,10000,nM
35,103243602,6365297,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2,Active,,,,4.2,IC50,=,4200,nM
36,103243632,14771907,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(C=C2)C(C)C,Active,,,,1.4,IC50,=,1400,nM
37,103243634,14771930,CC1=CC(=CC(=C1O)C)C(=O)C2=CC=CS2,Active,,,,1,IC50,<,1000,nM
38,103243635,14771929,CC1=CC(=CC(=C1O)C)/C=C/C2=CSC3=CC=CC=C32,Active,,,,0.4,IC50,=,400,nM
39,103243651,14771912,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2Br,Active,,,,1,IC50,<,1000,nM
40,103243652,14771911,CC1=CC(=CC=C1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,2.5,IC50,=,2500,nM
41,103243672,6366698,CC1=CC(=C(C=C1)C)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,1.3,IC50,=,1300,nM
42,103243673,14771906,CCC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,0.51,IC50,=,510,nM
43,103243685,14771916,CC1=CC(=CC(=C1O)C)/C=C/C2=C(C=C(C=C2)F)F,Active,,,,0.71,IC50,=,710,nM
44,103243686,14771910,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(C=C2)Cl,Active,,,,0.75,IC50,=,750,nM
45,103243708,14771897,COC1=CC(=CC(=C1O)OC)/C=C/C2=CC=CS2,Active,,,,10,IC50,<,10000,nM
46,103243714,14771913,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2C(F)(F)F,Active,,,,1,IC50,<,1000,nM
47,103243747,14771896,COC1=C(C(=CC(=C1)/C=C/C2=CC=CS2)F)O,Active,,,,10,IC50,<,10000,nM
48,103243748,14771895,CC1=CC(=CC(=C1O)CC=C)/C=C/C2=CC=CS2,Active,,,,0.73,IC50,=,730,nM
49,103243753,135987613,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=NC=C2,Unspecified,,,,10,IC50,>,10000,nM
50,103243773,14771938,CC1=CC(=CC(=C1O)C)CC2=CN=CC=C2,Unspecified,,,,10,IC50,>,10000,nM
51,103243774,14771933,CC1=CC(=CC(=C1O)C)C(=O)/C=C/C2=CC=CS2,Active,,,,10,IC50,<,10000,nM
52,103243783,14771928,CC1=CC(=CC(=C1O)C)/C=C/C2=CC3=CC=CC=C3C=C2,Active,,,,10,IC50,<,10000,nM
53,103243784,14771921,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(C=C2)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
54,103243785,14771920,CC1=CC(=CC(=C1O)C)/C=C/C2=CC(=CC=C2)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
55,103243804,7515046,CC1=CC(=CC(=C1O)C)/C=C/C(=O)C2=CC=C(C=C2)F,Active,,,,10,IC50,<,10000,nM
56,103243814,14771927,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC3=CC=CC=C32,Active,,,,0.59,IC50,=,590,nM
57,103243846,14771932,CC1=CC(=CC(=C1O)C)/C=C/C(=O)C2=CC=CS2,Active,,,,10,IC50,<,10000,nM
58,103243860,14771894,CC1=CC(=CC(=C1O)F)/C=C/C2=CC=CS2,Active,,,,1,IC50,<,1000,nM
59,103243882,14771936,CC1=CC(=CC(=C1O)C)CCC2=CC=C(C=C2)F,Active,,,,0.3,IC50,=,300,nM
60,103243896,14771905,CC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)C)O)C,Active,,,,3.2,IC50,=,3200,nM
61,103243897,14771904,CCC1=CC(=CC(=C1O)CC)/C=C/C2=CC=C(C=C2)C,Active,,,,10,IC50,<,10000,nM
62,103243898,14771903,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=C(C=C2)OC,Active,,,,1.5,IC50,=,1500,nM
63,103243969,14771931,CC1=CC(=CC(=C1O)C)CCC2=CC=CS2,Active,,,,0.11,IC50,=,110,nM
