PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,1.7,IC50,=,1700,nM,
2,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
3,103618477,159969,CC(C)CC(C1=C(C(=C(C(=C1O)CC=C(C)C)O)C(=O)C)O)C2=C(C(=C(C(=C2O)CC=C(C)C)OC)C(=O)C)O,Active,,,,2.3,IC50,=,2300,nM,
4,123085845,11687311,CC(=CCC1=C(C(=C(C=C1O)O)C(=O)C)O)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,123088627,11808877,CC(=CCC/C(=C/CC1=C(C(=C(C=C1O)O)C(=O)C)O)/C)C,Active,,,,1.4,IC50,=,1400,nM,
6,160677325,402434,CC(C)CC(C1=C(C(=C(C(=C1O)CC=C(C)C)OC)C(=O)C)O)C2=C3C(=C(C(=C2O)C(=O)C)O)CC(O3)C(C)(C)O,Active,,,,7.3,IC50,=,7300,nM,
7,242522248,402435,CC(C)CC(C1=C(C(=C2C(=C1O)CC(O2)C(C)(C)O)C(=O)C)O)C3=C(C(=C(C(=C3O)CC=C(C)C)OC)C(=O)C)O,Active,,,,4.5,IC50,=,4500,nM,
8,381840554,137634058,CC(C)CC(C1=C(C(=C2C(=C1O)C=CC(O2)(C)C)C(=O)C)O)C3=C(C(=C4C(=C3O)C=CC(O4)(C)C)C(=O)C)O,Unspecified,,,,10,IC50,>,10000,nM,
9,381852486,137642063,CC(C)CC(C1=C(C(=C(C=C1O)O)C(=O)C)O)C2=C(C(=C(C=C2O)O)C(=O)C)O,Active,,,,6.3,IC50,=,6300,nM,
10,381864045,137649890,CC(C)CC(C1=C(C(=C(C(=C1O)C/C=C(\C)/CCC=C(C)C)O)C(=O)C)O)C2=C(C(=C(C(=C2O)C/C=C(/C)\CCC=C(C)C)O)C(=O)C)O,Unspecified,,,,10,IC50,>,10000,nM,
11,381864099,137649934,CC(C)CC(C1=C(C(=C(C(=C1O)CC=C(C)C)OC)C(=O)C)O)C2=C(C(=C(C(=C2O)C[C@@H](C(=C)C)O)O)C(=O)C)O,Active,,,,6.3,IC50,=,6300,nM,
12,381865278,60200528,CC(C)CC(C1=C(C(=C(C(=C1O)CC=C(C)C)OC)C(=O)C)O)C2=C3C(=C(C(=C2O)C(=O)C)O)CC(C(O3)(C)C)O,Active,,,,5,IC50,=,5000,nM,
13,381867733,60200529,CC(C)CC(C1=C(C(=C2C(=C1O)CC(C(O2)(C)C)O)C(=O)C)O)C3=C(C(=C(C(=C3O)CC=C(C)C)OC)C(=O)C)O,Active,,,,5.3,IC50,=,5300,nM,
14,381868563,137652936,CC(C)CC(C1=C(C(=C2C(=C1O)CC(O2)C(=C)C)C(=O)C)O)C3=C(C(=C4C(=C3O)CC(O4)C(=C)C)C(=O)C)O,Active,,,,5,IC50,=,5000,nM,
15,381879491,14845590,CC(C)CC(C1=C(C(=C(C(=C1O)CC=C(C)C)O)C(=O)C)O)C2=C(C(=C(C(=C2O)CC=C(C)C)O)C(=O)C)O,Unspecified,,,,10,IC50,>,10000,nM,
16,381882887,60200527,CC(C)CC(C1=C(C(=C2C(=C1O)C=CC(O2)(C)C)C(=O)C)O)C3=C(C(=C(C(=C3O)CC=C(C)C)OC)C(=O)C)O,Unspecified,,,,10,IC50,>,10000,nM,
