PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,50,IC50,>,50000,nM
2,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Active,,,,0.8,IC50,=,800,nM
3,103191369,3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Active,,,,0.01,IC50,=,10,nM
4,103429886,18400199,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C=NS2)C3=CC=C(C=C3)F,Active,,,,9,IC50,=,9000,nM
5,103591963,44563999,CS(=O)(=O)C1=CC=C(C=C1)C2=C(SSC2=S)C3=CC=CC=C3,Unspecified,,,,50,IC50,>,50000,nM
6,103591964,44564000,CC1=CC=C(C=C1)C2=C(C(=S)SS2)C3=CC=C(C=C3)S(=O)(=O)C,Unspecified,,,,50,IC50,>,50000,nM
7,103591965,136036210,C1=CC(=CC=C1C2=C(SSC2=S)C3=CC=C(C=C3)O)O,Unspecified,,,,50,IC50,>,50000,nM
8,103591966,44564002,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)SS2)C3=CC=CC=C3,Active,,,,1.1,IC50,=,1100,nM
9,103591967,44564003,CC1=CC=C(C=C1)C2=C(SSC2=O)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,>,50000,nM
10,103591968,44564004,CC1=CC=C(C=C1)C2=C(C(=O)SS2)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,>,50000,nM
11,103592026,13015959,COC1=CC=C(C=C1)C2=C(SSC2=O)C3=CC=C(C=C3)OC,Active,,,,1,IC50,=,1000,nM
12,103592103,44564048,CS(=O)(=O)C1=CC=C(C=C1)C2=C(SSC2=O)C3=CC=CC=C3,Unspecified,,,,50,IC50,=,50000,nM
13,103592843,44564415,COC1=CC=C(C=C1)C2=C(SN=C2)C3=CC=C(C=C3)OC,Active,,,,0.8,IC50,=,800,nM
14,103592844,44564416,CC1=CC=C(C=C1)C2=C(SN=C2)C3=CC=C(C=C3)OC,Unspecified,,,,50,IC50,>,50000,nM
15,103592909,44564454,CC1=CC=C(C=C1)C2=C(SN=C2)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,>,50000,nM
16,103592911,44564456,C1=CC(=CC=C1C2=C(SN=C2)C3=CC=C(C=C3)Cl)Cl,Active,,,,4,IC50,=,4000,nM
17,103592913,44564458,COC1=CC=C(C=C1)C2=C(C=NS2)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,>,50000,nM
18,103592914,136036233,C1=CC(=CC=C1C2=C(SN=C2)C3=CC=C(C=C3)O)O,Unspecified,,,,50,IC50,>,50000,nM
19,103593001,11314954,CC1=CC=C(C=C1)C2=C(SSC2=S)C3=CC=C(C=C3)S(=O)(=O)C,Active,,,,9,IC50,=,9000,nM
20,103593002,11175990,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=S)SS2)C3=CC=CC=C3,Unspecified,,,,50,IC50,>,50000,nM
21,103593003,11474526,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=S)SS2)C3=CC=C(C=C3)F,Unspecified,,,,50,IC50,>,50000,nM
22,103593004,44564506,CC1=CC=C(C=C1)C2=C(SSC2=S)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,>,50000,nM
23,103593005,44564507,CC1=CC=C(C=C1)C2=C(C(=S)SS2)C3=CC=C(C=C3)Cl,Unspecified,,,,50,IC50,=,50000,nM
24,103593006,44564508,COC1=CC=C(C=C1)C2=C(SSC2=S)C3=CC=C(C=C3)OC,Unspecified,,,,20,IC50,=,20000,nM
