PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,160667952,70681615,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC(=CC=C6)F,Active,,,,0.472,IC50,=,472,nM
2,160667953,70681616,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CCC4)C5=CC=CC=C5,Unspecified,,,,7,IC50,>,7000,nM
3,160667978,70681633,CC1=NN=C(O1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.456,IC50,=,456,nM
4,160673293,70683734,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC=C(C=C6)F,Active,,,,1.4,IC50,=,1400,nM
5,160673294,70683735,COC1=CC=CC(=C1)[C@]2(C[C@H]3CC[C@H]2C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C(=O)OC,Active,,,,0.322,IC50,=,322,nM
6,160673295,57911914,CCC(CC)(C1=CC=CC=C1)C2=C(C=CC(=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)OC,Unspecified,,,,9,IC50,>,9000,nM
7,160673296,70683736,CC(C)(C)C(C1=CC=CC=C1)C2=C(C=CC(=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)OC,Active,,,,0.67,IC50,=,670,nM
8,160673297,70683737,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CCCCC4)C5=CC=CC=C5,Active,,,,1.56,IC50,=,1560,nM
9,160673298,70683738,CC1=NOC(=N1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,1.018,IC50,=,1018,nM
10,160673321,70683756,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NNC(=S)O7,Active,,,,0.753,IC50,=,753,nM
11,160673322,70683757,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NN=CO7,Active,,,,0.376,IC50,=,376,nM
12,160678663,70685883,CC1=CC(=CC=C1)[C@]2(C[C@H]3CC[C@H]2C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C(=O)OC,Active,,,,0.94,IC50,=,940,nM
13,160678664,70685884,CC(C)(C1=CC=CC=C1)C2=C(C=CC(=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)OC,Unspecified,,,,9,IC50,>,9000,nM
14,160678665,70685885,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C(=O)NC7=CN=CC=C7,Active,,,,2.164,IC50,=,2164,nM
15,160678690,70685902,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NN=C(O7)N,Active,,,,0.258,IC50,=,258,nM
16,160678691,70685903,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NNC(=O)O7,Active,,,,0.796,IC50,=,796,nM
17,160678692,70685904,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NN(N=N7)C(F)F,Active,,,,0.502,IC50,=,502,nM
18,160684002,70688009,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC(=CC(=C6)F)F,Active,,,,1.315,IC50,=,1315,nM
19,160684003,70688010,CC1=CC(=CC(=C1)[C@]2(C[C@H]3CC[C@H]2C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C(=O)OC)C,Active,,,,2.304,IC50,=,2304,nM
20,160684031,70688025,CC1=NC(=NO1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.189,IC50,=,189,nM
21,160684032,70688026,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NNN=N7,Active,,,,5.718,IC50,=,5718,nM
22,160684033,70688027,CCN1N=C(N=N1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.177,IC50,=,177,nM
23,160684034,70688028,CC(C)N1N=C(N=N1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.149,IC50,=,149,nM
24,160689364,70690035,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC(=CC=C6)C(F)(F)F,Unspecified,,,,8.6,IC50,>,8600,nM
25,160689365,70690036,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C(C4CCCCC4)C5=CC=CC=C5,Unspecified,,,,9,IC50,>,9000,nM
26,160689366,70690037,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CC(C4)(F)F)C5=CC=CC=C5,Unspecified,,,,9,IC50,>,9000,nM
27,160689400,70690058,CN1N=C(N=N1)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.313,IC50,=,313,nM
28,160694795,70692191,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(C5CCC4CC5)C6=CC=CC=C6,Active,,,,1.3,IC50,=,1300,nM
29,160694796,68893091,CC1(CC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)C(=O)OC)C,Active,,,,1.4,IC50,=,1400,nM
30,160700173,70694253,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC=CC=C6,Active,,,,0.46,IC50,=,460,nM
31,160700174,70694254,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)C4(CCCC4)C5=CC=CC=C5,Active,,,,3.7,IC50,=,3700,nM
32,160700195,70694270,C1C[C@H]2C[C@H]1C[C@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NNC(=O)O7,Active,,,,0.469,IC50,=,469,nM
33,160700196,70694271,COC1=CC=CC(=C1)[C@@]2(C[C@H]3CC[C@H]2C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NNC(=O)O7,Active,,,,0.375,IC50,=,375,nM
34,160700197,68999789,CC1(CC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)C6=NNC(=O)O6)C,Active,,,,0.834,IC50,=,834,nM
35,160705492,70696344,COC(=O)C1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)[C@@]4(C[C@H]5CC[C@H]4C5)C6=CC=CC=C6F,Active,,,,1.6,IC50,=,1600,nM
36,160705493,70696345,CC(C)(C)CC(C1=CC=CC=C1)C2=C(C=CC(=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)OC,Active,,,,2,IC50,=,2000,nM
37,160705494,57813859,CC1CC(C1)(C2=CC=CC=C2)C3=C(C=CC(=C3)OCC4=NC5=CC=CC=C5C=C4)C(=O)OC,Active,,,,1.1,IC50,=,1100,nM
38,160705495,70696346,C1CCC(C1)NC(=O)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,0.964,IC50,=,964,nM
39,160705496,70696347,C1CCN(C1)C(=O)C2=C(C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)[C@@]5(C[C@H]6CC[C@H]5C6)C7=CC=CC=C7,Active,,,,1.727,IC50,=,1727,nM
40,160705519,70696362,C1C[C@H]2C[C@H]1C[C@@]2(C3=CC=CC=C3)C4=C(C=CC(=C4)OCC5=NC6=CC=CC=C6C=C5)C7=NOC=N7,Active,,,,0.721,IC50,=,721,nM
