PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103720848,46227656,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4C(=O)C5=CC=CC=C5)CC(C)(C)C(=O)O)CC6=CC=C(C=C6)Cl,Unspecified,,,,63.105,IC50,=,63105,nM,
2,103720849,46227657,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4C(=O)C(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.521,IC50,=,521,nM,
3,103720850,46227658,CC(C)CC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CC4=CC=CC=C4N3C(=O)C)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.2,IC50,=,200,nM,
4,103720851,46227659,CC(C)(C)OC(=O)N1[C@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Unspecified,,,,12.254,IC50,=,12254,nM,
5,103720852,46227660,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC(C3=CC=C(C=C3)F)O)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,0.469,IC50,=,469,nM,
6,103720853,46227661,CC(=O)N[C@H](COC1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl)C4=CC=CC=C4,Unspecified,,,,23.111,IC50,=,23111,nM,
7,103720854,46227662,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Unspecified,,,,31.518,IC50,=,31518,nM,
8,103720855,46227663,CC(C)C(=O)C1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CC4=CC=CC=C4N3C(=O)C)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,4.901,IC50,=,4901,nM,
9,103720856,46227664,CC(C)(C)OC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
10,103720857,46227665,CCC(=O)N1CCC[C@H]1COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Active,,,,0.307,IC50,=,307,nM,
11,103720858,46227666,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CCCN3S(=O)(=O)C)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,4.299,IC50,=,4299,nM,
12,103720861,46227668,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CC4=CC=CC=C4N3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,1.431,IC50,=,1431,nM,
13,103720862,46227669,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.169,IC50,=,169,nM,
14,103720863,46227670,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CCCN3C(=O)C4CC4)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Active,,,,0.885,IC50,=,885,nM,
15,103720864,46227671,CC(C)C(=O)N1CCC[C@H]1COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Active,,,,5.663,IC50,=,5663,nM,
16,103720865,46227672,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CCCN3C(=O)C4=CC=CC=C4)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Unspecified,,,,22.27,IC50,=,22270,nM,
17,103720866,46227673,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC(=O)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Unspecified,,,,11.831,IC50,=,11831,nM,
18,103720867,46227674,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC(=O)N)CC3=CC=C(C=C3)Cl)CC(C)(C)C(=O)O,Active,,,,2.141,IC50,=,2141,nM,
19,103720868,46227675,CC(C)(C)OC(=O)N1CCC[C@@H]1COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Unspecified,,,,67.753,IC50,=,67753,nM,
20,103720869,46227676,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CCC(=O)N3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Active,,,,9.024,IC50,=,9024,nM,
21,103720870,46227677,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OC[C@@H]3CCCN3)CC4=CC=C(C=C4)Cl)CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
22,103720879,46227683,CC(=O)N1CCC[C@H]1COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Active,,,,0.403,IC50,=,403,nM,
23,103720880,46227684,CC(C)(C)OC(=O)N1CCC[C@H]1COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)Cl,Unspecified,,,,17.221,IC50,=,17221,nM,
