PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103186311,65889,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl,Active,,,,0.094,IC50,=,94,nM
2,103239648,131925,CCCOC1=C(C=C(C=C1S(=O)(=O)CCO)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC,Active,,,,0.006,IC50,=,6,nM
3,103249454,9936894,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCC)O,Active,,,,0.033,IC50,=,33,nM
4,163312711,10723685,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCS(=O)(=O)C4=CC=CC=C4Br)O,Active,,,,0.025,IC50,=,25,nM
5,163316084,10508960,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC(=CC=C4)Br)O,Active,,,,0.022,IC50,=,22,nM
6,163316085,10532787,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=C(C=C4)Br)O,Active,,,,0.021,IC50,=,21,nM
7,163316086,10842032,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=C(C=C4)OC)O,Active,,,,0.039,IC50,=,39,nM
8,163319541,10700170,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCS(=O)(=O)C4=CC=C(C=C4)Br)O,Active,,,,0.038,IC50,=,38,nM
9,163323001,10723353,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC(=C(C=C4)Cl)Cl)O,Active,,,,0.045,IC50,=,45,nM
10,163323002,10604738,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=C(C(=CC(=C4F)F)F)F)O,Active,,,,0.002,IC50,=,2,nM
11,163323003,10628732,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCS(=O)(=O)C4=C(C(=CC(=C4F)F)F)F)O,Active,,,,0.285,IC50,=,285,nM
12,163329797,10746928,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=C(C=C4)Cl)O,Active,,,,0.02,IC50,=,20,nM
13,163333412,6918268,CN(C(=O)NCC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=C(C=C4)Cl)O,Active,,,,0.01,IC50,=,10,nM
14,163333413,10628536,CCCCN(C(=O)NC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=CC=C4Br)O,Active,,,,0.023,IC50,=,23,nM
15,163333415,10652101,CCCCN(C(=O)NCC1=C(C(=CC(=C1)[C@@H]2CC[C@H](O2)C3=CC(=C(C(=C3)OC)OC)OC)OC)OCCSC4=CC=C(C=C4)Cl)O,Active,,,,0.167,IC50,=,167,nM
