PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103179991,9917207,CCC(C(=O)O)OCCC1=C2C3=C(N1CC4=CC=C(C=C4)Cl)C=CC(=C3CC(S2)C)OCC5=NC=C(C=C5)C6=CC=CC=C6,Active,,,,0.022,IC50,=,22,nM
2,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Unspecified,,,,10,IC50,>,10000,nM
3,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Unspecified,,,,0.01,IC50,>,10,nM
4,103379772,10746661,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC5=CC=CC=C5C(=O)O)S1)OCC6=CC7=CC=CC=C7C=N6,Active,,,,0.175,IC50,=,175,nM
5,103379942,10651780,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.36,IC50,=,360,nM
6,103379943,9831104,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC(=CC=C4)Cl)COC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.018,IC50,=,18,nM
7,103379943,9831104,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC(=CC=C4)Cl)COC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.095,IC50,=,95,nM
8,103379943,9831104,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC(=CC=C4)Cl)COC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.01,IC50,=,10,nM
9,103380027,10556454,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCSC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.03,IC50,=,30,nM
10,103380028,10604402,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.06,IC50,=,60,nM
11,103380029,10507589,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC5=CC=CC=C5C(=O)O)S1)OCC6=CC=CC=N6,Active,,,,0.055,IC50,=,55,nM
12,103380063,9874478,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)COC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.026,IC50,=,26,nM
13,103380064,10842086,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC5=CC=CC(=C5)C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.17,IC50,=,170,nM
14,103380065,10652263,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC5=C(C=C(C=C5)Cl)C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.13,IC50,=,130,nM
15,103380066,11802470,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)F)CCOC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.06,IC50,=,60,nM
16,103380273,10818116,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)COCC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.062,IC50,=,62,nM
17,103380274,10770666,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.03,IC50,=,30,nM
18,103380320,10794157,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC5=CC=CC=C5C(=O)O)S1)OCC6=NC7=CC=CC=C7C=C6,Active,,,,0.07,IC50,=,70,nM
19,103380321,10770349,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)COC5=CC=CC=C5CC(=O)O)S1)OCC6=NC7=CC=CC=C7C=C6,Active,,,,0.1,IC50,=,100,nM
20,103380322,10675837,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC(=CC=C4)F)CCOC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.023,IC50,=,23,nM
21,103380923,10604538,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC(=CC=C4)Cl)CCOC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.04,IC50,=,40,nM
22,103380924,10842207,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CCOC5=CC=CC=C5CC(=O)O)S1)OCC6=NC=C(C=C6)C7=CC=CC=C7,Active,,,,0.06,IC50,=,60,nM
23,103380926,10722510,CC1CC2=C(C=CC3=C2C(=C(N3CC4=CC=C(C=C4)Cl)CSC5=CC=CC=C5C(=O)O)S1)OCC6=NC=C(C=C6)OC,Active,,,,0.052,IC50,=,52,nM
