PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103633624,44157483,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)CC4=CC=CC=C4Cl,Active,,,,0.96,IC50,=,960,nM,
2,103633690,44157829,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC(=CC=C4)Cl,Active,,,,6.01,IC50,=,6010,nM,
3,103633749,44157555,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC=C(C=C4)Cl,Active,,,,3.4,IC50,=,3400,nM,
4,103709761,1079369,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,404697408,145980268,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)CC4=C(C=C(C=C4C)C)C,Unspecified,,,,58.8,IC50,=,58800,nM,
6,404699064,145981339,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=C(C=CC(=C4)Br)F,Active,,,,2.13,IC50,=,2130,nM,
7,404700746,145982419,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC=CC(=C4)C,Active,,,,2.56,IC50,=,2560,nM,
8,404707179,145986923,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)CC4=CC(=C(C=C4)Cl)Cl,Active,,,,4.2,IC50,=,4200,nM,
9,404707274,145986989,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=C(C=C(C=C4)Br)F,Active,,,,3.43,IC50,=,3430,nM,
10,404708202,145987586,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC(=CC=C4)Br,Active,,,,1.19,IC50,=,1190,nM,
11,404709167,145988191,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC(=CC(=C4)C)C,Active,,,,7.06,IC50,=,7060,nM,
12,404709387,145988338,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC=CC=C4C,Unspecified,,,,12.7,IC50,=,12700,nM,
13,404709878,145988652,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC=CC=C4Br,Active,,,,2.54,IC50,=,2540,nM,
14,404712667,145990428,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)CC4=C(C=CC=C4F)F,Active,,,,4.2,IC50,=,4200,nM,
15,404715034,145991963,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC=CC=C4OC,Active,,,,8.6,IC50,=,8600,nM,
16,404716462,145992873,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,0.48,IC50,=,480,nM,
