PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103429757,13564464,C1CC2=C(C=CC(=C2CNC3=CC=CC=C3CO)O)OC1,Unspecified,,,,17,IC50,=,17000,nM
2,103429758,13560306,C1CC2=CC(=C(C=C2OC1)CSC3=CC=CC=C3CO)O,Active,,,,1.4,IC50,=,1400,nM
3,103429790,12564793,COC1=CC(=C(C=C1)O)C/C=C/C2=CC=CC=C2,Active,,,,0.25,IC50,=,250,nM
4,103429857,14531152,C1COC2=CC(=C(C=C21)O)C/C=C/C3=CC=CC=C3C=O,Active,,,,0.07,IC50,=,70,nM
5,103429860,13564474,C1COC2=CC(=C(C=C21)O)CNC3=CSC(=C3)C#N,Active,,,,0.44,IC50,=,440,nM
6,103429906,12561120,COC1=CC(=C(C=C1)O)CSC2=CC=CC=C2,Active,,,,0.59,IC50,=,590,nM
7,103429909,13580479,COC1=CC(=C(C=C1)O)CNC2=CC=C(S2)C#N,Active,,,,2.6,IC50,=,2600,nM
8,103429910,14531141,COC1=CC(=C(C=C1)O)CNC2=C(C=C(C=C2)F)F,Active,,,,1.3,IC50,=,1300,nM
9,103430004,14531142,COC1=CC(=C(C=C1)O)CCC2=CC=CC=C2,Active,,,,0.12,IC50,=,120,nM
10,103430235,13580474,COC1=CC(=C(C=C1)O)CNC2=CC=CC=C2,Active,,,,4.7,IC50,=,4700,nM
11,103430272,13564468,CCOC(=O)C1=CC=C(C=C1)NCC2=C(C=C3CCCOC3=C2)O,Active,,,,0.6,IC50,=,600,nM
12,103430273,13564466,CC(=O)C1=CC=C(C=C1)NCC2=C(C=C3CCCOC3=C2)O,Active,,,,4.1,IC50,=,4100,nM
13,103430351,13564477,C1COC2=CC(=C(C=C21)O)CNC3=CC=CC=C3,Active,,,,0.49,IC50,=,490,nM
14,103430362,13564467,C1CC2=CC(=C(C=C2OC1)CNC3=CC=C(C=C3)C#N)O,Active,,,,1.6,IC50,=,1600,nM
15,103430459,14531150,C1=CC=C(C=C1)NCC2=C(C=C3C=COC3=C2)O,Unspecified,,,,11,IC50,=,11000,nM
16,103430460,14531155,CC(=O)C1=CC=C(C=C1)/C=C/CC2=C(C=C3CCOC3=C2)O,Active,,,,0.06,IC50,=,60,nM
17,103430484,6438824,C1COC2=CC(=C(C=C21)O)C/C=C/C3=CC=CC=C3CO,Active,,,,0.13,IC50,=,130,nM
18,103430485,13560307,CC(=O)C1=CC=C(C=C1)SCC2=C(C=C3CCCOC3=C2)O,Active,,,,0.44,IC50,=,440,nM
19,103430601,13564465,C1CC2=CC(=C(C=C2OC1)CNC3=C(C=C(C=C3)F)F)O,Active,,,,1.3,IC50,=,1300,nM
20,103430791,14531151,C1=CC=C(C(=C1)CO)NCC2=C(C=C3C=COC3=C2)O,Unspecified,,,,42,IC50,=,42000,nM
21,103431231,13564475,C1COC2=CC(=C(C=C21)O)CNC3=CC=C(S3)C#N,Active,,,,0.99,IC50,=,990,nM
22,103431235,13564473,CC(=O)C1=CC=C(C=C1)NCC2=C(C=C3CCOC3=C2)O,Active,,,,1.2,IC50,=,1200,nM
23,103431236,13564471,C1COC2=CC(=C(C=C21)O)CNC3=CC=CC=C3CO,Unspecified,,,,11,IC50,=,11000,nM
24,103431237,13564472,C1COC2=CC(=C(C=C21)O)CNC3=C(C=C(C=C3)F)F,Active,,,,0.66,IC50,=,660,nM
25,103432022,15599363,C1COC2=CC(=C(C=C21)O)CCCC3=CC=CC=C3CO,Active,,,,0.19,IC50,=,190,nM
26,103432037,13564469,C1CC2=CC(=C(C=C2OC1)CNC3=CC=CC=C3)O,Active,,,,1.7,IC50,=,1700,nM
27,103432038,13564470,C1CC2=CC(=C(C=C2OC1)CNC3=CC=CC=C3CO)O,Unspecified,,,,21,IC50,=,21000,nM
28,103432039,14531144,COC1=CC(=C(C=C1)O)COC2=CC=CC=C2,Active,,,,1.4,IC50,=,1400,nM
29,103432135,13564461,CC(=O)C1=CC=C(C=C1)NCC2=C(C=CC3=C2CCCO3)O,Unspecified,,,,11,IC50,=,11000,nM
30,103432136,13564462,C1CC2=C(C=CC(=C2CNC3=C(C=C(C=C3)F)F)O)OC1,Active,,,,1.4,IC50,=,1400,nM
31,103432466,13649567,COC1=CC(=C(C=C1)O)CSC2=CC=CC=C2CO,Active,,,,8.7,IC50,=,8700,nM
